id,Isolate,Species,Cohort,Region,Country,Year,Description,sample_accession_number,Classification,Cluster,sul2,aph(3'')-Ib,aph(6)-Id,tet(B),catA2,aph(6)-Id*,aph(3'')-Ib*,blaBRO-1,blaBRO-2,blaBRO-1*,blaBRO-1^,blaBRO-2*,AG261,AB778,AC411
SAMEA4622175_fa,SAMEA4622175,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622175,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621834_fa,SAMEA4621834,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621834,Seroresistant,Seroresistant_71,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621855_fa,SAMEA4621855,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621855,Seroresistant,Seroresistant_71,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620386_fa,SAMEA4620386,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620386,Seroresistant,Seroresistant_32,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621271_fa,SAMEA4621271,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621271,Seroresistant,Seroresistant_37,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622830_fa,SAMEA4622830,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622830,Seroresistant,Seroresistant_92,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620732_fa,SAMEA4620732,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620732,Seroresistant,Seroresistant_28,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620480_fa,SAMEA4620480,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620480,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620546_fa,SAMEA4620546,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620546,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620794_fa,SAMEA4620794,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620794,Seroresistant,Seroresistant_21,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621876_fa,SAMEA4621876,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621876,Seroresistant,Seroresistant_80,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4621595_fa,SAMEA4621595,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621595,Serosensitive,Serosensitive_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621521_fa,SAMEA4621521,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621521,Seroresistant,Seroresistant_105,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621448_fa,SAMEA4621448,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621448,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621206_fa,SAMEA4621206,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621206,Seroresistant,Seroresistant_104,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620474_fa,SAMEA4620474,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620474,Seroresistant,Seroresistant_15,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620555_fa,SAMEA4620555,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620555,Seroresistant,Seroresistant_15,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620541_fa,SAMEA4620541,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620541,Seroresistant,Seroresistant_11,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621132_fa,SAMEA4621132,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621132,Serosensitive,Serosensitive_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621183_fa,SAMEA4621183,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621183,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621979_fa,SAMEA4621979,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621979,Seroresistant,Seroresistant_87,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622139_fa,SAMEA4622139,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622139,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621047_fa,SAMEA4621047,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621047,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621109_fa,SAMEA4621109,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621109,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621660_fa,SAMEA4621660,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621660,Seroresistant,Seroresistant_64,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621133_fa,SAMEA4621133,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621133,Serosensitive,Serosensitive_72,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622407_fa,SAMEA4622407,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2015,Single isolate,SAMEA4622407,Seroresistant,Seroresistant_44,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622208_fa,SAMEA4622208,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622208,Seroresistant,Seroresistant_11,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620652_fa,SAMEA4620652,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620652,Seroresistant,Seroresistant_54,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620305_fa,SAMEA4620305,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620305,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent
SAMEA4620313_fa,SAMEA4620313,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620313,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent
SAMEA4620369_fa,SAMEA4620369,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620369,Seroresistant,Seroresistant_20,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620917_fa,SAMEA4620917,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620917,Seroresistant,Seroresistant_44,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620447_fa,SAMEA4620447,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620447,Seroresistant,Seroresistant_46,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620464_fa,SAMEA4620464,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620464,Serosensitive,Serosensitive_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620728_fa,SAMEA4620728,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620728,Serosensitive,Serosensitive_74,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622195_fa,SAMEA4622195,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622195,Seroresistant,Seroresistant_74,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622265_fa,SAMEA4622265,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622265,Seroresistant,Seroresistant_96,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622278_fa,SAMEA4622278,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622278,Seroresistant,Seroresistant_59,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621713_fa,SAMEA4621713,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621713,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620590_fa,SAMEA4620590,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4620590,Serosensitive,Serosensitive_76,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620911_fa,SAMEA4620911,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620911,Serosensitive,Serosensitive_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620345_fa,SAMEA4620345,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620345,Serosensitive,Serosensitive_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620719_fa,SAMEA4620719,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620719,Serosensitive,Serosensitive_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620847_fa,SAMEA4620847,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620847,Serosensitive,Serosensitive_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620477_fa,SAMEA4620477,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620477,Serosensitive,Serosensitive_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620554_fa,SAMEA4620554,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620554,Seroresistant,Seroresistant_104,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620571_fa,SAMEA4620571,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620571,Seroresistant,Seroresistant_104,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621676_fa,SAMEA4621676,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621676,Seroresistant,Seroresistant_15,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621922_fa,SAMEA4621922,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621922,Seroresistant,Seroresistant_11,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621422_fa,SAMEA4621422,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621422,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621463_fa,SAMEA4621463,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621463,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620720_fa,SAMEA4620720,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620720,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621471_fa,SAMEA4621471,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621471,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620462_fa,SAMEA4620462,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620462,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620478_fa,SAMEA4620478,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620478,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621316_fa,SAMEA4621316,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621316,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620852_fa,SAMEA4620852,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620852,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621000_fa,SAMEA4621000,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621000,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622860_fa,SAMEA4622860,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2015,Single isolate,SAMEA4622860,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent
SAMEA4622127_fa,SAMEA4622127,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622127,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621102_fa,SAMEA4621102,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621102,Seroresistant,Seroresistant_48,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621901_fa,SAMEA4621901,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621901,Seroresistant,Seroresistant_48,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622645_fa,SAMEA4622645,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622645,Seroresistant,Seroresistant_80,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4621930_fa,SAMEA4621930,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621930,Seroresistant,Seroresistant_31,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621430_fa,SAMEA4621430,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621430,Seroresistant,Seroresistant_80,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622213_fa,SAMEA4622213,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622213,Unclustered,Unclustered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621754_fa,SAMEA4621754,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621754,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621386_fa,SAMEA4621386,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621386,Serosensitive,Serosensitive_15,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
SAMEA4621906_fa,SAMEA4621906,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621906,Seroresistant,Seroresistant_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622279_fa,SAMEA4622279,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622279,Seroresistant,Seroresistant_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620502_fa,SAMEA4620502,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620502,Seroresistant,Seroresistant_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620574_fa,SAMEA4620574,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620574,Seroresistant,Seroresistant_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621197_fa,SAMEA4621197,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621197,Seroresistant,Seroresistant_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622460_fa,SAMEA4622460,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622460,Serosensitive,Serosensitive_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621441_fa,SAMEA4621441,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621441,Seroresistant,Seroresistant_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622865_fa,SAMEA4622865,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4622865,Serosensitive,Serosensitive_54,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4621885_fa,SAMEA4621885,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2015,Single isolate,SAMEA4621885,Seroresistant,Seroresistant_154,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620358_fa,SAMEA4620358,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620358,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620427_fa,SAMEA4620427,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620427,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620592_fa,SAMEA4620592,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4620592,Serosensitive,Serosensitive_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622709_fa,SAMEA4622709,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2015,Single isolate,SAMEA4622709,Seroresistant,Seroresistant_129,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621535_fa,SAMEA4621535,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621535,Seroresistant,Seroresistant_44,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621110_fa,SAMEA4621110,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621110,Seroresistant,Seroresistant_44,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620667_fa,SAMEA4620667,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620667,Seroresistant,Seroresistant_44,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620725_fa,SAMEA4620725,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620725,Seroresistant,Seroresistant_44,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622765_fa,SAMEA4622765,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622765,Seroresistant,Seroresistant_44,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621202_fa,SAMEA4621202,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621202,Seroresistant,Seroresistant_44,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621058_fa,SAMEA4621058,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621058,Seroresistant,Seroresistant_29,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620843_fa,SAMEA4620843,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620843,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620845_fa,SAMEA4620845,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620845,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621314_fa,SAMEA4621314,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621314,Seroresistant,Seroresistant_19,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620436_fa,SAMEA4620436,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620436,Seroresistant,Seroresistant_19,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620461_fa,SAMEA4620461,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620461,Seroresistant,Seroresistant_96,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621191_fa,SAMEA4621191,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621191,Seroresistant,Seroresistant_96,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
