Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# Ns per 100 kbp
SAMEA4622466.assembly	25	13	9	6	6	6	1843870	1840780	1827409	1806228	1806228	1806228	15	463718	1841912	41.61	346159	227813	3	4	0.00
SAMEA4621076.assembly	18	10	9	8	8	8	1912109	1909566	1908292	1902559	1902559	1902559	12	487162	1910964	41.47	232184	209754	3	5	0.00
SAMEA4621128.assembly	64	31	18	12	10	9	1949766	1937560	1904403	1865215	1840582	1803867	39	471620	1943068	41.44	231593	176816	3	6	0.00
SAMEA4620919.assembly	25	16	9	8	8	6	1939668	1936981	1922232	1916499	1916499	1839724	18	651571	1938203	41.44	475323	217824	2	4	0.00
SAMEA4621111.assembly	25	16	9	8	8	8	1931874	1929433	1909097	1903380	1903380	1903380	16	496229	1929433	41.51	311019	167319	3	5	0.00
SAMEA4621183.assembly	7	6	5	4	4	4	1827364	1827082	1825855	1820122	1820122	1820122	6	1115871	1827082	41.70	1115871	348215	1	2	0.00
SAMEA4622522.assembly	19	10	9	8	7	6	1923367	1919772	1918488	1912853	1896458	1847557	12	693311	1921520	41.55	456784	230414	2	4	0.00
SAMEA4621177.assembly	35	15	7	5	5	5	1899634	1893056	1876056	1863981	1863981	1863981	20	690400	1896754	41.62	470105	356594	2	3	0.00
SAMEA4622511.assembly	8	7	6	5	5	5	1818274	1817993	1816685	1810952	1810952	1810952	7	1119510	1817993	41.70	1119510	347131	1	2	0.00
SAMEA4621174.assembly	22	13	9	7	6	6	1837041	1835517	1822440	1809050	1784401	1784401	13	646322	1835517	41.70	442138	348872	2	3	0.00
SAMEA4621045.assembly	12	10	6	5	5	5	1843256	1842755	1829139	1823405	1823405	1823405	10	655988	1842755	41.65	461859	347863	2	3	0.00
SAMEA4622485.assembly	72	26	16	12	10	10	1926748	1914772	1887606	1859632	1831478	1831478	32	470035	1919079	41.50	237026	170811	3	6	0.00
SAMEA4621123.assembly	39	17	10	9	8	8	1924424	1915194	1895005	1889272	1873621	1873621	24	480390	1920593	41.49	348124	228153	3	4	0.00
SAMEA4621189.assembly	30	22	13	11	9	9	1857106	1853874	1827655	1816818	1776262	1776262	24	426079	1855308	41.63	268350	158357	3	6	0.00
SAMEA4622445.assembly	17	13	8	7	7	6	1914070	1912591	1899754	1894019	1894019	1853690	14	461314	1913315	41.56	352722	227283	3	4	0.00
SAMEA4621059.assembly	43	21	14	11	10	8	2019178	2010755	1991562	1972008	1949642	1859621	26	364761	2014663	41.29	349998	154480	3	6	0.00
SAMEA4621124.assembly	27	17	12	10	8	5	2001014	1997153	1985880	1973755	1933620	1823731	20	806730	1998993	41.44	354626	230531	2	4	0.00
SAMEA4622443.assembly	40	19	9	8	8	7	1908319	1901919	1879488	1873755	1873755	1838157	23	658932	1905059	41.52	466864	169173	2	4	0.00
SAMEA4621103.assembly	17	11	8	6	6	6	1836888	1835900	1824301	1810911	1810911	1810911	11	646742	1835900	41.70	468227	348873	2	3	0.00
SAMEA4622492.assembly	40	20	13	12	9	7	1957074	1949866	1930822	1925292	1879814	1796136	26	463692	1954044	41.61	277884	173348	3	5	0.00
SAMEA4621112.assembly	41	22	16	10	10	9	1977164	1970447	1953856	1915015	1915015	1875014	27	469035	1973699	41.45	239304	170350	3	6	0.00
SAMEA4622519.assembly	25	15	11	9	9	9	1937354	1933514	1920468	1905578	1905578	1905578	18	478155	1935694	41.46	229300	188774	3	6	0.00
SAMEA4621196.assembly	29	15	9	8	8	8	1881326	1876931	1861239	1855505	1855505	1855505	18	468341	1878844	41.60	348242	228012	3	4	0.00
SAMEA4620928.assembly	28	17	12	11	9	9	1905007	1901231	1887602	1881870	1848415	1848415	19	402124	1902729	41.59	305554	209626	3	5	0.00
SAMEA4621211.assembly	37	19	11	9	8	6	1988940	1982020	1961042	1948184	1930426	1849430	25	643717	1986274	41.36	349887	219295	2	4	0.00
SAMEA4621185.assembly	13	11	9	8	7	7	1835296	1834441	1825733	1819999	1795543	1795543	12	442688	1835015	41.66	348066	227696	3	4	0.00
SAMEA4622473.assembly	35	15	8	7	6	6	1929800	1921299	1903406	1897673	1882085	1882085	21	714183	1925884	41.46	460877	348458	2	3	0.00
SAMEA4621192.assembly	14	11	6	5	5	5	1861890	1861126	1846297	1840627	1840627	1840627	11	686765	1861126	41.68	453808	347232	2	3	0.00
SAMEA4621199.assembly	31	16	9	6	6	6	1916176	1911292	1893655	1873638	1873638	1873638	19	489541	1913539	41.38	346249	227813	3	4	0.00
SAMEA4621212.assembly	57	24	15	12	11	7	1931993	1918068	1897272	1875502	1857738	1727440	35	619631	1926793	41.48	356427	118984	2	5	0.00
SAMEA4621264.assembly	36	24	17	16	15	11	1880632	1875632	1853009	1847276	1833523	1690049	28	313293	1878389	41.69	169369	115345	4	8	0.00
SAMEA4622532.assembly	46	18	7	6	6	6	1886519	1876913	1849126	1843393	1843393	1843393	25	652899	1881306	41.53	468989	358301	2	3	0.00
SAMEA4621143.assembly	31	16	8	5	5	5	1850684	1845119	1827276	1806523	1806523	1806523	20	694936	1848071	41.53	458656	359486	2	3	0.00
SAMEA4622543.assembly	33	17	9	6	6	6	1880758	1874946	1858244	1839842	1839842	1839842	22	462460	1878299	41.62	346254	332888	3	4	0.00
SAMEA4621133.assembly	51	31	20	18	14	13	2039843	2031472	2002486	1990450	1925423	1878703	37	307834	2036432	41.20	148725	105990	5	9	0.00
SAMEA4621134.assembly	33	16	8	6	6	6	1883750	1876210	1856235	1843150	1843150	1843150	23	652546	1880979	41.51	469208	357485	2	3	0.00
SAMEA4622484.assembly	22	15	6	5	5	5	1857278	1854826	1834029	1828308	1828308	1828308	16	675078	1855390	41.71	449874	348359	2	3	0.00
SAMEA4621050.assembly	40	20	13	12	9	7	1957080	1949872	1930769	1925239	1879761	1796083	26	463698	1954050	41.61	277826	173348	3	5	0.00
SAMEA4621266.assembly	25	17	13	11	10	8	1906795	1903381	1888667	1874304	1857912	1803279	20	456030	1905405	41.45	285334	158345	3	5	0.00
SAMEA4622513.assembly	22	13	9	8	8	8	1916898	1913262	1902505	1896772	1896772	1896772	16	460055	1915368	41.65	301291	217830	3	5	0.00
SAMEA4622539.assembly	17	12	8	7	7	7	1838047	1836749	1822893	1817160	1817160	1817160	13	468895	1837313	41.68	348343	227718	3	4	0.00
SAMEA4621178.assembly	54	19	11	10	9	7	1978871	1969606	1954157	1948422	1925341	1853106	22	459928	1971720	41.46	354198	210739	3	5	0.00
SAMEA4621202.assembly	32	16	7	6	6	5	1899360	1894035	1873450	1867717	1867717	1832230	19	656865	1896625	41.52	462042	347207	2	3	0.00
SAMEA4622512.assembly	35	16	10	9	8	8	1863652	1856864	1841365	1835631	1822450	1822450	20	447439	1859627	41.62	348240	228013	3	4	0.00
SAMEA4621187.assembly	62	25	13	9	6	6	1895944	1885552	1858827	1828517	1776110	1776110	30	652094	1889400	41.46	431487	337828	2	3	0.00
SAMEA4621206.assembly	28	15	9	7	7	7	1913956	1909132	1892220	1878453	1878453	1878453	17	455839	1910566	41.49	322254	210009	3	5	0.00
SAMEA4622620.assembly	38	16	10	8	8	7	1948137	1941717	1927161	1913264	1913264	1877777	19	472970	1944030	41.50	347448	231360	3	4	0.00
SAMEA4622505.assembly	43	24	13	10	9	7	1941501	1932655	1910617	1889117	1871368	1794555	33	623494	1938580	41.48	365141	212751	2	4	0.00
SAMEA4621210.assembly	32	16	8	7	6	5	1901819	1895547	1876348	1870713	1859620	1824807	19	655622	1898006	41.49	456960	347899	2	3	0.00
SAMEA4621265.assembly	13	11	9	7	7	6	1864574	1864097	1858257	1842730	1842730	1806035	11	639595	1864097	41.55	421510	346991	2	3	0.00
SAMEA4621121.assembly	24	14	9	8	8	7	1956508	1953140	1935112	1929455	1929455	1894612	16	488141	1954597	41.38	348208	231571	3	4	0.00
SAMEA4621203.assembly	19	15	7	6	6	6	1837554	1835551	1811383	1805650	1805650	1805650	17	651978	1837114	41.65	408291	346606	2	3	0.00
SAMEA4621213.assembly	12	9	8	7	7	6	1923276	1921887	1918823	1913089	1913089	1865963	10	455018	1922638	41.58	349860	268008	3	4	0.00
SAMEA4622627.assembly	12	10	6	5	5	5	1841204	1840475	1826889	1821156	1821156	1821156	10	654211	1840475	41.61	462313	349232	2	3	0.00
SAMEA4621182.assembly	45	20	12	9	8	8	1877360	1868001	1847359	1825827	1809400	1809400	28	652560	1873397	41.54	471798	169249	2	4	0.00
SAMEA4621191.assembly	7	6	5	4	4	4	1827756	1827425	1826117	1820470	1820470	1820470	6	1116814	1827425	41.69	1116814	347612	1	2	0.00
SAMEA4621193.assembly	52	26	14	9	7	7	1923610	1913159	1881694	1848453	1812303	1812303	35	436062	1919936	41.52	348682	231480	3	4	0.00
SAMEA4622573.assembly	41	22	10	9	9	6	1932708	1927334	1899594	1891630	1891630	1794410	24	686835	1929035	41.43	403616	169221	2	4	0.00
SAMEA4620520.assembly	47	20	12	7	7	7	1951476	1941703	1921566	1890357	1890357	1890357	27	471627	1946232	41.44	358086	231593	3	4	0.00
SAMEA4620509.assembly	16	13	8	7	6	6	1857930	1857166	1843439	1837769	1821345	1821345	13	686797	1857166	41.69	453381	277578	2	3	0.00
SAMEA4620504.assembly	22	14	6	5	5	5	1932269	1929985	1909367	1903650	1903650	1903650	15	733063	1930687	41.52	462351	352969	2	3	0.00
SAMEA4621228.assembly	31	17	8	6	6	5	1889799	1884872	1863319	1848725	1848725	1813054	19	653610	1886382	41.50	453655	349271	2	3	0.00
SAMEA4621175.assembly	87	27	23	20	17	12	1946435	1926602	1911239	1891226	1841460	1682715	39	285393	1935039	41.49	152399	78112	5	9	0.00
SAMEA4620503.assembly	30	20	14	12	9	6	2006206	2001795	1988756	1978283	1921410	1811487	25	806488	2004983	41.45	313093	233642	2	4	0.00
SAMEA4620511.assembly	30	18	13	11	9	9	1877331	1871920	1858113	1845996	1819287	1819287	23	460285	1875547	41.56	277549	168088	3	5	0.00
SAMEA4622590.assembly	11	8	7	6	6	6	1826168	1825130	1823096	1817363	1817363	1817363	9	888481	1825694	41.70	346921	227773	2	3	0.00
SAMEA4620501.assembly	28	15	11	9	7	7	1899226	1894650	1883756	1871331	1834759	1834759	20	441132	1897574	41.61	331737	180259	3	5	0.00
SAMEA4622568.assembly	36	18	10	9	8	8	1925721	1918324	1896898	1891165	1874471	1874471	23	481680	1922177	41.47	348124	228089	3	4	0.00
SAMEA4620528.assembly	29	17	10	8	8	6	1916098	1912443	1893934	1879571	1879571	1828737	19	660025	1913717	41.46	456904	353038	2	3	0.00
SAMEA4621201.assembly	8	7	6	5	5	5	1857687	1857405	1856094	1850361	1850361	1850361	7	1158126	1857405	41.59	1158126	348083	1	2	0.00
SAMEA4620505.assembly	39	16	8	7	6	6	1898073	1892499	1873107	1867373	1849407	1849407	18	687940	1893647	41.52	457498	348189	2	3	0.00
SAMEA4622581.assembly	36	17	9	6	6	5	2002710	1994165	1975222	1956724	1956724	1917025	26	723704	2000144	41.23	472074	357625	2	3	0.00
SAMEA4620516.assembly	32	17	11	10	8	7	1917231	1911655	1894637	1888920	1864179	1820321	21	463157	1914639	41.66	282828	195200	3	5	0.00
SAMEA4621194.assembly	33	17	11	9	8	6	2026721	2019799	2002990	1990300	1972558	1889579	22	681842	2024089	41.38	349625	219956	2	4	0.00
SAMEA4620500.assembly	33	18	14	13	12	9	1896688	1891912	1879135	1873401	1850480	1748567	20	348112	1893179	41.53	232185	136589	4	6	0.00
SAMEA4620512.assembly	26	14	8	7	6	6	1905745	1902519	1888513	1882781	1870359	1870359	16	688889	1903676	41.59	404123	356284	2	3	0.00
SAMEA4620506.assembly	49	19	12	10	8	6	1975759	1964935	1945739	1932779	1888329	1798244	27	784650	1970527	41.42	313506	235825	2	4	0.00
SAMEA4622555.assembly	36	18	10	9	8	8	1925486	1918088	1896663	1890930	1874236	1874236	23	481423	1921941	41.48	348122	228089	3	4	0.00
SAMEA4622664.assembly	24	16	12	10	10	8	1975498	1971672	1964830	1953000	1953000	1879895	20	611173	1974490	41.39	392559	223070	2	4	0.00
SAMEA4620508.assembly	23	16	13	11	10	9	1988276	1984652	1974664	1963849	1947536	1907832	19	467031	1987070	41.42	275920	190234	3	5	0.00
SAMEA4622538.assembly	10	9	6	5	5	5	1823578	1823298	1813284	1807613	1807613	1807613	9	658753	1823298	41.70	462678	342030	2	3	0.00
SAMEA4620525.assembly	23	13	6	5	5	5	1885310	1882417	1864071	1858338	1858338	1858338	14	688912	1883113	41.49	455763	347444	2	3	0.00
SAMEA4620541.assembly	33	19	12	10	10	8	1904237	1899249	1884244	1870445	1870445	1794502	23	656999	1902403	41.50	465546	178032	2	4	0.00
SAMEA4621262.assembly	26	15	9	7	6	6	1863466	1859476	1844023	1831924	1807793	1807793	16	678331	1860401	41.60	435871	345902	2	3	0.00
SAMEA4622628.assembly	39	21	11	10	9	8	1892138	1886760	1860830	1855195	1830761	1795169	23	438956	1888432	41.51	347391	229026	3	4	0.00
SAMEA4620514.assembly	22	15	8	6	6	5	1960178	1956888	1939828	1929004	1929004	1900152	18	719178	1959222	41.38	466736	348343	2	3	0.00
SAMEA4620518.assembly	29	15	8	7	7	7	1842803	1838981	1819293	1813560	1813560	1813560	16	455783	1839677	41.61	347384	229314	3	4	0.00
SAMEA4620531.assembly	38	26	15	14	11	9	1974028	1968854	1945880	1937645	1893885	1817049	31	377867	1972545	41.35	210181	131835	4	7	0.00
SAMEA4620538.assembly	31	20	14	12	11	9	2024806	2021688	2003789	1990229	1972485	1903974	21	444514	2022461	41.44	369765	159521	3	5	0.00
SAMEA4620507.assembly	40	19	12	9	8	6	2019238	2010887	1991694	1972071	1949705	1859684	24	431805	2014795	41.29	361723	233377	3	5	0.00
SAMEA4622717.assembly	40	20	11	9	7	6	1974811	1968877	1946760	1936328	1906022	1859268	23	611093	1971096	41.44	444871	223124	2	4	0.00
SAMEA4620513.assembly	12	10	8	7	6	6	1851832	1851310	1848729	1842996	1826602	1826602	10	1154488	1851310	41.59	1154488	209544	1	3	0.00
SAMEA4620521.assembly	25	13	7	6	5	5	1905710	1902486	1888480	1882748	1870326	1870326	15	688890	1903642	41.59	478532	356285	2	3	0.00
SAMEA4622684.assembly	36	16	13	11	10	9	1942817	1934443	1925361	1913963	1897851	1861531	22	454391	1939049	41.53	276886	167538	3	5	0.00
SAMEA4620527.assembly	27	13	7	6	5	5	1898416	1892225	1878636	1872903	1854524	1854524	19	656096	1896572	41.47	477772	357581	2	3	0.00
SAMEA4622696.assembly	23	15	10	9	7	7	1922369	1919225	1904669	1898935	1873657	1873657	18	469456	1921127	41.47	310289	209888	3	5	0.00
SAMEA4622731.assembly	31	15	10	9	6	6	1882119	1876063	1869594	1863959	1807384	1807384	18	653686	1878570	41.51	456800	229826	2	4	0.00
SAMEA4622659.assembly	9	7	7	6	6	6	1828107	1827262	1827262	1821529	1821529	1821529	8	889436	1827825	41.71	347449	227740	2	3	0.00
SAMEA4622724.assembly	32	13	7	6	6	6	1899745	1893756	1878591	1872857	1872857	1872857	14	710845	1894307	41.52	403735	348172	2	3	0.00
SAMEA4620529.assembly	23	15	9	7	6	6	1877686	1874508	1859393	1847286	1830899	1830899	18	688886	1876732	41.56	460241	277527	2	3	0.00
SAMEA4622710.assembly	32	17	6	5	5	5	1874602	1870168	1846030	1840296	1840296	1840296	19	680670	1871642	41.62	464096	346332	2	3	0.00
SAMEA4620573.assembly	46	16	10	8	8	7	1936673	1925627	1910500	1896750	1896750	1861907	23	674019	1931243	41.42	309778	230251	2	4	0.00
SAMEA4622592.assembly	18	14	9	8	7	6	1861949	1860912	1846082	1840349	1815552	1786417	14	686766	1860912	41.68	399873	218467	2	4	0.00
SAMEA4620539.assembly	46	19	11	8	7	7	1893555	1882248	1864008	1846210	1829678	1829678	31	655444	1890060	41.46	471809	173859	2	4	0.00
SAMEA4622686.assembly	19	14	10	9	9	8	1837807	1836509	1822653	1816920	1816920	1777101	15	416657	1837073	41.68	314989	158387	3	5	0.00
SAMEA4622618.assembly	40	19	9	8	8	7	1908356	1901955	1879524	1873791	1873791	1838193	23	658933	1905095	41.52	466899	169173	2	4	0.00
SAMEA4620572.assembly	36	23	13	10	9	9	1881838	1876606	1858102	1835319	1824841	1824841	27	408291	1879492	41.61	227685	164607	3	6	0.00
SAMEA4620498.assembly	79	34	24	19	14	12	1843341	1826937	1807310	1771131	1691522	1613446	43	250544	1833578	41.60	138765	81019	5	9	0.00
SAMEA4622738.assembly	28	14	8	7	7	6	1894362	1890322	1871792	1866058	1866058	1830455	15	455407	1891138	41.53	349260	231968	3	4	0.00
SAMEA4621184.assembly	10	7	6	5	5	4	1849930	1849438	1848127	1842394	1842394	1817189	7	1114963	1849438	41.63	1114963	347040	1	2	0.00
SAMEA4620543.assembly	34	20	16	14	11	7	2007038	2001476	1992387	1981521	1927068	1789374	26	400596	2005294	41.45	313093	234097	3	5	0.00
SAMEA4620546.assembly	31	16	10	9	8	8	1984874	1980038	1963348	1957627	1940967	1940967	19	470066	1982300	41.45	348823	238912	3	4	0.00
SAMEA4620530.assembly	37	17	8	6	6	5	1928387	1921285	1901028	1887537	1887537	1847652	21	656369	1924351	41.48	469855	357948	2	3	0.00
SAMEA4622657.assembly	23	14	11	10	9	8	1908514	1906665	1894415	1888933	1874710	1849092	14	441210	1906665	41.45	347344	169617	3	5	0.00
SAMEA4620536.assembly	27	13	8	7	6	6	1905277	1900741	1888045	1882313	1869891	1869891	16	554351	1902752	41.58	478551	209641	2	4	0.00
SAMEA4620563.assembly	35	19	12	9	8	7	1958571	1952920	1936761	1917067	1900640	1860816	23	695800	1955638	41.52	471900	169249	2	4	0.00
SAMEA4622760.assembly	38	22	11	8	8	7	1903477	1897838	1872027	1852194	1852194	1827064	26	455823	1900792	41.49	354872	229303	3	4	0.00
SAMEA4620547.assembly	37	16	10	7	7	6	1937349	1929938	1913645	1891396	1891396	1856553	20	675723	1932802	41.42	464908	358621	2	3	0.00
SAMEA4620561.assembly	29	17	8	5	5	5	1850848	1846095	1826942	1806189	1806189	1806189	21	643462	1849047	41.52	458663	359508	2	3	0.00
SAMEA4620544.assembly	43	20	13	10	8	6	2018899	2010545	1991352	1971729	1938550	1859865	25	431792	2014344	41.29	361905	233376	3	5	0.00
SAMEA4620532.assembly	10	8	6	5	4	4	1820333	1819946	1815945	1810212	1787050	1787050	8	1095634	1819946	41.69	1095634	347072	1	2	0.00
SAMEA4622751.assembly	17	11	8	6	6	6	1877811	1876613	1865371	1851925	1851925	1851925	11	686501	1876613	41.74	469532	348872	2	3	0.00
SAMEA4622793.assembly	35	20	9	7	7	6	1879908	1874910	1850839	1837482	1837482	1812417	24	435020	1877692	41.62	346278	332845	3	4	0.00
SAMEA4622797.assembly	39	15	9	7	7	7	1928249	1920384	1901920	1888574	1888574	1888574	18	463529	1922993	41.48	346376	209843	3	4	0.00
SAMEA4620570.assembly	26	18	8	5	5	5	1882024	1878892	1860316	1837558	1837558	1837558	21	679800	1880913	41.61	461993	345760	2	3	0.00
SAMEA4622779.assembly	18	13	9	8	8	7	1877279	1875981	1862125	1856392	1856392	1816689	14	468946	1876545	41.63	348403	227718	3	4	0.00
SAMEA4620557.assembly	27	15	9	7	7	7	1857143	1853965	1839116	1827019	1827019	1827019	16	471666	1854554	41.62	349218	227918	3	4	0.00
SAMEA4620581.assembly	39	19	12	11	9	7	1901077	1894010	1876095	1870460	1848950	1780859	22	423303	1896469	41.50	324500	230774	3	5	0.00
SAMEA4622732.assembly	34	18	10	7	7	7	1873988	1869633	1850634	1828734	1828734	1828734	20	458008	1870970	41.63	348313	228011	3	4	0.00
SAMEA4620586.assembly	13	8	8	7	7	7	1912232	1910340	1910340	1904607	1904607	1904607	10	487142	1911738	41.47	322118	209756	3	5	0.00
SAMEA4620569.assembly	25	14	9	8	7	7	1915191	1910795	1892865	1887132	1876995	1876995	17	463746	1913107	41.38	256498	227823	3	5	0.00
SAMEA4620567.assembly	23	13	8	6	6	6	1843160	1840351	1825732	1812870	1812870	1812870	14	646881	1841034	41.60	398904	347307	2	3	0.00
SAMEA4622753.assembly	37	17	9	8	7	7	1928631	1920130	1898770	1893037	1877448	1877448	23	481458	1924715	41.47	348458	228076	3	4	0.00
SAMEA4620654.assembly	57	28	15	10	9	7	2037343	2028354	2004416	1972842	1948045	1864496	34	463366	2032638	41.21	348235	170347	3	5	0.00
SAMEA4620566.assembly	7	6	5	4	4	4	1827474	1827192	1825965	1820232	1820232	1820232	6	1115971	1827192	41.69	1115971	348215	1	2	0.00
SAMEA4620534.assembly	20	14	10	8	8	5	1975244	1971625	1963876	1950211	1950211	1843803	18	779288	1974578	41.36	377867	219962	2	4	0.00
SAMEA4622709.assembly	32	11	8	7	7	6	1932424	1925899	1917479	1911746	1911746	1865379	15	684231	1928863	41.47	466825	348453	2	3	0.00
SAMEA4620577.assembly	54	22	17	13	13	12	1871621	1861040	1846802	1819853	1819853	1777887	29	382387	1865750	41.65	277015	88300	3	7	0.00
SAMEA4620594.assembly	43	19	11	8	6	6	1940324	1933372	1916920	1895953	1858638	1858638	24	470437	1936506	41.49	349474	249955	3	4	0.00
SAMEA4620657.assembly	24	18	12	11	10	8	1873161	1871991	1856803	1851273	1827012	1761919	18	682570	1871991	41.67	300902	218400	2	4	0.00
SAMEA4620537.assembly	27	16	8	7	6	6	1880711	1877039	1858938	1853204	1840240	1840240	18	678402	1878421	41.59	457653	347924	2	3	0.00
SAMEA4620735.assembly	43	24	19	12	12	10	1977744	1970881	1957825	1911126	1911126	1832369	29	422429	1974131	41.44	197383	133626	4	7	0.00
SAMEA4620575.assembly	34	18	10	9	9	7	1972718	1968363	1948763	1943029	1943029	1867517	20	703760	1970065	41.37	461980	218700	2	4	0.00
SAMEA4620737.assembly	21	13	10	9	7	7	1849972	1847238	1842075	1836341	1807124	1807124	15	658465	1848540	41.57	455436	286057	2	3	0.00
SAMEA4620725.assembly	39	18	9	8	8	7	1898951	1892662	1872077	1866344	1866344	1830857	21	656864	1895252	41.52	462062	177419	2	4	0.00
SAMEA4620556.assembly	39	17	11	8	8	7	1895630	1887435	1870785	1850946	1850946	1808427	22	471649	1890648	41.47	243585	174675	3	5	0.00
SAMEA4620666.assembly	32	17	9	8	8	6	1972734	1968314	1948714	1942980	1942980	1867468	19	703761	1970016	41.37	461968	218700	2	4	0.00
SAMEA4620283.assembly	55	22	14	10	10	7	1968731	1953123	1934515	1907289	1907289	1781742	37	619361	1964476	41.52	283975	157964	3	5	0.00
SAMEA4620565.assembly	21	15	9	7	7	5	1940295	1938302	1922106	1907806	1907806	1853857	16	700382	1939053	41.50	457053	348845	2	3	0.00
SAMEA4620718.assembly	31	18	7	5	5	5	1876976	1872677	1850392	1837919	1837919	1837919	20	681013	1874172	41.61	460553	346352	2	3	0.00
SAMEA4620658.assembly	36	17	9	6	6	5	1937063	1929535	1910021	1889275	1889275	1849451	23	656505	1933775	41.41	471168	357700	2	3	0.00
SAMEA4620671.assembly	7	6	5	4	4	4	1827342	1827060	1825833	1820100	1820100	1820100	6	1115847	1827060	41.70	1115847	348215	1	2	0.00
SAMEA4620564.assembly	20	13	10	9	8	8	1908087	1906447	1894197	1888715	1874492	1874492	13	467034	1906447	41.44	347344	227677	3	4	0.00
SAMEA4620584.assembly	73	31	19	16	14	10	1928429	1914490	1890843	1869325	1825635	1681137	42	284249	1921646	41.48	212746	104994	4	8	0.00
SAMEA4620736.assembly	25	13	9	8	7	7	1926716	1923267	1909247	1903513	1884694	1884694	14	453074	1924206	41.46	326783	219789	3	5	0.00
SAMEA4620574.assembly	23	13	8	7	6	5	1889134	1885930	1872104	1866370	1841750	1812588	15	702739	1887388	41.56	404526	348144	2	3	0.00
SAMEA4620590.assembly	37	22	14	12	9	7	1969724	1964995	1943689	1931795	1890124	1831094	25	582283	1967267	41.44	278473	258565	3	4	0.00
SAMEA4620278.assembly	26	13	10	8	8	8	1902751	1898251	1888833	1877436	1877436	1877436	15	449031	1899647	41.48	349447	231950	3	4	0.00
SAMEA4620312.assembly	24	14	10	10	10	9	1990349	1986977	1976418	1976418	1976418	1936594	18	487154	1989485	41.47	214909	187073	3	6	0.00
SAMEA4620596.assembly	44	18	12	11	9	9	1891691	1883893	1869180	1863446	1830898	1830898	21	443813	1885901	41.53	294741	168200	3	5	0.00
SAMEA4620723.assembly	17	14	9	8	7	7	1837233	1836606	1822489	1816756	1800370	1800370	14	644940	1836606	41.67	468895	215481	2	4	0.00
SAMEA4620738.assembly	31	15	6	5	5	5	1873402	1868453	1848637	1842903	1842903	1842903	18	680986	1870987	41.61	457517	347313	2	3	0.00
SAMEA4620677.assembly	33	16	8	7	6	5	1901226	1894854	1875655	1870020	1858928	1824115	19	655203	1897313	41.49	456960	347626	2	3	0.00
SAMEA4620660.assembly	28	16	10	7	6	6	1870845	1866739	1850703	1833395	1809265	1809265	17	500805	1867664	41.57	435588	210823	2	4	0.00
SAMEA4620719.assembly	25	19	9	8	8	6	1974712	1972711	1949171	1943802	1943802	1859601	20	611188	1973338	41.44	445374	222937	2	4	0.00
SAMEA4620663.assembly	28	15	11	9	7	7	1899328	1894726	1883832	1871407	1834835	1834835	20	441155	1897650	41.61	331721	180259	3	5	0.00
SAMEA4620733.assembly	34	22	17	14	11	10	1952334	1948552	1934669	1918103	1862903	1825352	24	463234	1950163	41.47	185456	163366	4	6	0.00
SAMEA4620726.assembly	24	13	8	7	5	5	1882666	1878064	1871716	1866081	1825901	1825901	16	653311	1880457	41.51	456788	347918	2	3	0.00
SAMEA4620294.assembly	36	17	9	6	6	5	2001643	1993098	1974156	1955659	1955659	1915957	26	723283	1999078	41.22	471466	357617	2	3	0.00
SAMEA4620724.assembly	38	20	11	9	7	7	1933006	1928154	1904714	1892182	1855026	1855026	22	439620	1929352	41.51	324798	200425	3	5	0.00
SAMEA4620296.assembly	25	17	13	11	10	8	1906780	1903366	1888652	1874289	1857897	1803265	20	456025	1905390	41.45	285334	158345	3	5	0.00
SAMEA4620653.assembly	8	7	6	5	5	4	1860277	1859995	1858688	1852955	1852955	1813253	7	1121601	1859995	41.64	1121601	347345	1	2	0.00
SAMEA4620734.assembly	40	18	10	6	6	6	1892495	1883559	1864599	1840513	1840513	1840513	26	656868	1888937	41.48	471830	357542	2	3	0.00
SAMEA4620579.assembly	33	17	12	10	9	9	1841929	1837191	1821948	1809199	1798880	1798880	19	452782	1838427	41.61	243766	178466	3	5	0.00
SAMEA4620300.assembly	20	13	9	8	6	6	1850061	1847681	1841216	1835482	1806264	1806264	15	658466	1848983	41.56	455436	286240	2	3	0.00
SAMEA4620678.assembly	29	22	13	11	8	6	1974905	1971397	1953770	1940105	1900918	1824075	26	777315	1974221	41.35	377867	219958	2	4	0.00
SAMEA4620727.assembly	38	16	9	7	5	5	1908396	1899663	1880887	1866527	1830732	1830732	22	656138	1904104	41.47	459561	358221	2	3	0.00
SAMEA4620732.assembly	24	15	11	10	10	9	1842850	1840164	1825275	1819541	1819541	1794091	16	436301	1841030	41.65	222065	136717	3	6	0.00
SAMEA4620664.assembly	12	10	8	7	6	6	1825910	1825387	1822806	1817073	1800677	1800677	10	1115637	1825387	41.69	1115637	215000	1	3	0.00
SAMEA4620675.assembly	29	15	11	9	7	7	1899333	1894271	1883377	1871412	1834840	1834840	20	441164	1897195	41.61	331721	180259	3	5	0.00
SAMEA4620576.assembly	34	20	14	11	8	5	2001956	1997003	1982503	1964898	1899840	1795431	23	803496	1998843	41.45	354626	230531	2	4	0.00
