Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# Ns per 100 kbp
38087_1#287	46	24	18	14	13	9	1814872	1808784	1798302	1762120	1743799	1635139	27	379640	1810983	37.99	257160	99532	3	6	0.00
38087_1#349	32	14	11	10	8	6	1863706	1857427	1852402	1842928	1810177	1741354	21	1022085	1862006	37.97	1022085	146144	1	4	0.00
38087_1#343	24	9	7	7	7	6	1798610	1794716	1791640	1791640	1791640	1764055	11	1001779	1795834	37.80	1001779	379732	1	2	0.00
38087_1#314	444	296	108	56	18	2	2181611	2100033	1655912	1284855	673961	115821	385	59590	2168612	38.17	14610	5337	40	103	0.00
38087_1#337	58	19	14	13	12	9	1787133	1775415	1764554	1755249	1731457	1623429	26	545433	1779944	37.89	255713	87621	3	6	0.00
38087_1#311	55	23	18	15	12	9	1821812	1813313	1803432	1782887	1731036	1628149	25	610972	1814397	38.01	157780	83195	3	6	0.00
38087_1#369	33	18	11	10	10	8	1848205	1843876	1830509	1824807	1824807	1755626	21	543811	1845651	38.00	420370	139048	2	5	0.00
38087_1#378	23	14	9	8	7	6	1810915	1808184	1795054	1785511	1774697	1747095	16	647387	1809470	37.92	390407	364506	2	3	0.00
36774_1#152	22	13	10	9	9	7	1805225	1802124	1792827	1783556	1783556	1729819	15	660345	1803750	37.95	374689	143522	2	4	0.00
38087_1#375	39	20	14	12	10	9	1813398	1807703	1798160	1783364	1748665	1721046	21	525691	1808671	38.03	301746	110961	3	5	0.00
38087_1#352	1968	348	155	95	26	2	3392241	2788144	2380655	1937698	893925	141913	790	72613	3097270	38.04	13365	5677	63	145	0.00
38087_1#348	1374	160	96	80	48	19	3499588	3129419	3005552	2875561	2339641	1315528	370	97410	3271190	37.93	40378	21298	27	53	0.00
38087_1#350	41	15	13	11	9	6	1887803	1881756	1879464	1862358	1829114	1713511	18	579045	1883536	37.96	487251	147933	2	4	0.00
38087_1#60	36	17	12	11	11	9	1817201	1812738	1803730	1793871	1793871	1728394	18	564778	1813321	37.96	378159	111491	2	5	0.00
38087_1#382	30	14	11	11	9	8	1767207	1761947	1754719	1754719	1719362	1691795	16	528393	1763583	37.91	353540	134997	2	4	0.00
38087_1#374	47	20	13	12	12	9	1821070	1814004	1802395	1792446	1792446	1687094	24	541222	1816462	37.98	376887	118467	2	6	0.00
38087_1#370	23	9	8	8	6	5	1864001	1858454	1856801	1856801	1824051	1796361	16	1022078	1863033	37.97	1022078	393674	1	2	0.00
38087_1#338	29	15	10	10	10	7	1866833	1861680	1853712	1853712	1853712	1765329	18	688078	1863791	37.92	386456	136394	2	5	0.00
38087_1#342	20	11	8	8	8	7	1871937	1869399	1865305	1865305	1865305	1837587	12	658068	1869941	38.00	428908	134968	2	4	0.00
36774_1#183	25	12	10	10	10	8	1871174	1866979	1864101	1864101	1864101	1798714	14	657618	1868247	37.99	322373	134968	2	4	0.00
38087_1#377	40	16	13	11	11	8	1858297	1850258	1844229	1825524	1825524	1744888	22	598663	1854155	37.98	387701	116413	2	5	0.00
38087_1#58	44	19	14	13	12	10	1847085	1836845	1828557	1819268	1796066	1732819	26	372405	1842711	38.02	163126	139166	4	7	0.00
38087_1#376	4068	270	112	64	7	0	3000270	1917985	1571449	1212859	228378	0	749	43644	2241310	38.23	11903	3285	56	140	0.00
38087_1#30	55	36	20	18	12	10	1925323	1918434	1885039	1866072	1761688	1694941	40	305854	1921759	38.13	233283	108861	4	7	0.00
38087_1#50	30	12	10	10	9	6	1891773	1887092	1884207	1884207	1873370	1783865	15	630165	1888862	38.02	457845	364317	2	3	0.00
38087_1#383	39	15	13	11	8	7	1877754	1870711	1868539	1850865	1791372	1763818	19	821250	1873573	37.99	317904	147944	2	4	0.00
38087_1#381	45	26	14	14	12	11	1991877	1985443	1958970	1958970	1923811	1896225	31	441315	1988797	38.28	234188	114575	3	6	0.00
38087_1#341	49	21	14	13	11	9	1898869	1890240	1872940	1864369	1832879	1768143	27	597775	1895149	37.94	376835	111477	2	5	0.00
38087_1#52	44	22	13	10	9	7	1967166	1958826	1935084	1907704	1895598	1829173	28	1070460	1963150	38.25	1070460	115307	1	3	0.00
38087_1#32	43	16	12	11	10	7	1801607	1791274	1784410	1775121	1751919	1661252	23	511452	1796853	37.97	409622	139861	2	4	0.00
36774_1#164	26	13	10	8	8	7	1865566	1862382	1857211	1839896	1839896	1813174	14	809082	1863362	38.01	386157	169769	2	4	0.00
38087_1#54	40	14	10	8	8	6	1849162	1842681	1834948	1816003	1816003	1763365	16	1073180	1843769	38.08	1073180	149322	1	3	0.00
38087_1#82	49	33	20	18	15	9	1917629	1911389	1885300	1868302	1805114	1594495	39	363157	1915576	38.09	175533	105908	4	7	0.00
38087_1#92	47	25	21	20	17	12	1873817	1866363	1856081	1846203	1806007	1625142	30	290527	1869836	37.99	131798	97969	5	10	0.00
38087_1#310	46	22	19	16	14	12	1917338	1909033	1901029	1873155	1840562	1776638	27	493770	1912230	38.16	136054	115511	4	8	0.00
38087_1#372	58	38	27	25	20	15	1938615	1931218	1906903	1887354	1813015	1654123	44	280470	1935803	38.12	104813	67343	6	12	0.00
38087_1#379	41	25	19	16	15	11	1862078	1856536	1841884	1816918	1796702	1660412	29	329602	1859363	38.06	213038	92712	4	8	0.00
38087_1#64	4618	347	95	40	3	1	2820471	1553290	1065694	675911	132011	62925	964	62925	1966527	38.23	5919	1207	80	275	0.00
38087_1#62	23	10	7	7	6	5	1814666	1811698	1806607	1806607	1790296	1762474	11	1013097	1812353	37.89	1013097	387363	1	2	0.00
38087_1#96	33	13	10	8	7	6	1859656	1852107	1844882	1825848	1802442	1774837	19	1081569	1857221	38.06	1081569	151722	1	3	0.00
38087_1#88	36	20	14	13	12	11	1899012	1894000	1884303	1875014	1850722	1823159	23	533180	1896177	38.05	159344	98969	3	7	0.00
36774_1#168	35	12	10	9	9	8	1801326	1792752	1787423	1777718	1777718	1750092	18	639727	1797220	37.91	295125	127404	2	5	0.00
38087_1#90	43	22	13	12	8	7	1922681	1916189	1897983	1892936	1813185	1785585	25	915511	1918687	38.19	380672	110951	2	4	0.00
38087_1#371	60	28	15	14	13	11	1928617	1919032	1887719	1878035	1861910	1808415	35	565625	1924061	38.14	141930	120510	4	7	0.00
38087_1#373	5915	545	68	14	2	0	3058675	1598497	600641	228649	56823	0	1182	31202	2022263	38.18	2727	1168	179	470	0.00
38087_1#84	25	11	9	9	8	5	1891901	1887922	1884841	1884841	1874004	1784499	14	1088644	1889956	38.03	1088644	364317	1	2	0.00
38087_1#56	41	22	17	15	11	7	1767933	1762575	1752059	1733883	1676505	1553268	25	601792	1764396	37.87	296609	142271	2	5	0.00
38087_1#384	141	49	32	24	17	7	1947005	1921468	1877694	1822283	1711209	1367489	61	590350	1929994	38.11	135945	40769	3	9	0.00
38087_1#380	36	20	13	11	10	9	1858029	1853594	1840927	1821891	1798616	1771015	22	452003	1855006	38.02	307533	139942	3	5	0.00
38087_1#94	40	30	15	14	13	10	1929542	1924958	1887834	1879745	1858743	1759955	33	543843	1927720	38.15	273815	91174	3	6	0.00
38087_1#86	67	32	22	19	16	11	1895682	1887536	1861171	1837521	1781199	1615081	35	508216	1889577	37.94	131640	80913	4	8	0.00
38087_1#315	17	13	10	9	9	6	1804990	1803924	1797417	1787475	1787475	1696191	13	1148948	1803924	37.91	1148948	108373	1	3	0.00
36774_1#107	35	17	10	9	8	6	1872454	1866770	1851116	1842588	1821586	1766901	22	996381	1870207	37.92	996381	141286	1	3	0.00
36774_1#142	1214	593	129	39	5	0	2602510	2249761	1215564	612977	160286	0	976	36060	2542324	38.25	4693	1917	141	345	0.00
36774_1#140	22	12	10	10	10	8	1889157	1885619	1882321	1882321	1882321	1814237	14	676456	1886932	37.90	319212	146491	2	5	0.00
36774_1#166	26	11	8	7	7	6	1904751	1901367	1897401	1888731	1888731	1861924	12	1059295	1901966	38.00	1059295	148360	1	3	0.00
36774_1#180	42	12	10	10	8	6	1913864	1903020	1900786	1900786	1866172	1793314	21	818309	1909256	38.07	346253	180425	2	4	0.00
36774_1#143	68	25	16	15	13	9	1835827	1822630	1804039	1794734	1747133	1593061	35	545726	1829408	38.01	253492	79121	3	6	0.00
36774_1#17	46	24	18	16	12	9	1821965	1815565	1804168	1787307	1711342	1610017	27	306295	1817824	37.92	200373	109986	4	7	0.00
36774_1#105	38	23	16	14	11	8	1773898	1770504	1752146	1737138	1678550	1590657	23	526133	1770504	37.93	271177	111289	3	5	0.00
36774_1#184	48	20	16	15	15	9	1818923	1811593	1805891	1797066	1797066	1552867	23	544973	1814226	37.89	211957	72397	3	7	0.00
36774_1#171	21	9	7	7	7	6	1845196	1840819	1836682	1836682	1836682	1809113	11	1008641	1842265	37.83	1008641	178946	1	3	0.00
36774_1#179	50	20	16	14	12	10	1830193	1819463	1808924	1794588	1754125	1685001	27	302129	1824818	37.99	269107	107628	4	6	0.00
36774_1#157	49	23	12	12	12	10	1929756	1922518	1895749	1895749	1895749	1842255	27	571760	1925485	38.14	236286	139122	3	6	0.00
36774_1#189	60	31	17	17	16	10	1886285	1876899	1843272	1843272	1831626	1631019	39	551435	1882264	38.03	128287	83818	3	7	0.00
36774_1#170	26	14	13	11	10	9	1848020	1844105	1841422	1825241	1813662	1785918	15	507764	1845100	37.97	329628	115474	3	5	0.00
36774_1#178	22	8	7	7	7	6	1804158	1799534	1797908	1797908	1797908	1770330	11	982086	1801696	37.81	982086	173560	1	3	0.00
36774_1#182	34	23	17	15	15	12	1877717	1873992	1860923	1846871	1846871	1736979	25	407696	1875307	37.96	150867	106558	4	8	0.00
36774_1#188	23	10	8	8	8	7	1809668	1806313	1802977	1802977	1802977	1775374	12	1030410	1807612	37.84	1030410	131604	1	4	0.00
36774_1#155	45	28	16	15	12	8	1921319	1915237	1888353	1879067	1820847	1695889	32	408438	1918544	38.08	289525	124719	3	6	0.00
36774_1#163	41	15	13	11	11	8	1859240	1851523	1845817	1826902	1826902	1746265	19	598681	1854372	37.98	387692	116401	2	5	0.00
36774_1#139	59	39	27	24	20	14	1942293	1934896	1906889	1879816	1810145	1609061	45	280431	1939481	38.16	104797	67355	6	12	0.00
36774_1#111	77	27	20	18	17	11	1875297	1862345	1852626	1833412	1810111	1599172	33	497525	1866681	38.12	137578	81336	4	8	0.00
36773_2#67	6165	683	89	16	2	1	3440173	2062426	770022	274856	88495	57898	1315	57898	2507080	38.32	3099	1334	213	525	0.00
36774_1#181	43	15	13	11	11	8	1857878	1848681	1844158	1825453	1825453	1744816	21	598677	1852723	37.98	387701	116407	2	5	0.00
36774_1#165	52	19	15	14	11	9	1804469	1794684	1784384	1774838	1717705	1655315	23	493672	1797887	37.97	264589	100985	3	6	0.00
36774_1#177	109	32	21	20	18	11	1975754	1951265	1926870	1918418	1882398	1647295	47	379380	1961993	38.04	180863	76242	4	9	0.00
36773_2#54	5157	691	71	15	2	0	3090098	1869346	632340	252121	65759	0	1309	36692	2304846	38.07	2472	1199	225	562	0.00
36774_1#112	21	11	9	7	7	6	1866581	1862961	1860021	1842190	1842190	1814645	14	555917	1864991	38.12	496316	405633	2	3	0.00
36774_1#161	40	22	16	15	13	9	1875773	1868907	1858771	1850511	1820344	1687939	26	498613	1872218	37.92	193384	114622	3	6	0.00
36774_1#187	65	21	16	15	12	11	1898387	1887021	1878965	1869307	1801350	1773604	27	509169	1891098	38.18	146502	101213	4	8	0.00
36774_1#19	44	21	15	13	13	10	1819068	1813489	1804763	1793323	1793323	1685613	23	541224	1815006	37.97	170978	115442	3	6	0.00
36774_1#169	25	12	9	8	8	7	1813250	1810003	1801902	1793357	1793357	1765774	14	1041907	1811215	37.99	1041907	141852	1	3	0.00
36774_1#141	70	42	25	22	14	8	1959253	1948360	1909174	1885002	1741472	1548803	50	305907	1954303	38.16	181813	84706	4	8	0.00
36774_1#121	39	16	11	10	8	6	1853364	1847868	1837161	1829250	1788567	1710939	18	577191	1849142	37.93	459585	367051	2	3	0.00
36774_1#186	24	9	8	8	8	6	1786711	1781041	1779454	1779454	1779454	1707972	14	1132660	1784482	37.79	1132660	110281	1	3	0.00
36774_1#185	44	20	15	13	12	9	1860909	1852865	1844398	1827212	1817064	1737218	24	612827	1856663	38.02	361361	127236	2	5	0.00
36774_1#193	37	15	10	9	8	6	1839073	1831681	1817879	1809319	1788114	1733285	19	980195	1835248	37.91	980195	140375	1	3	0.00
36774_1#18	4673	318	106	38	4	0	2657199	1592227	1077445	583162	114687	0	664	33242	1826612	38.15	6560	2820	78	183	0.00
36774_1#191	4496	358	67	20	2	0	2257173	1269137	643740	315234	65576	0	739	35330	1531531	37.88	3865	1428	95	257	0.00
36774_1#190	44	25	16	16	13	11	2013223	2005153	1982835	1982835	1935248	1882191	31	283801	2009661	38.31	209619	132177	4	7	0.00
36774_1#192	26	14	10	10	8	7	1870368	1866598	1861595	1861595	1826853	1799124	16	630482	1868019	38.01	346054	184447	2	4	0.00
36774_1#175	46	28	21	16	15	9	1894519	1887661	1867256	1822629	1802413	1595404	34	543889	1891879	38.10	172081	89520	3	7	0.00
36774_1#173	35	12	10	8	8	6	1845139	1838912	1836725	1817650	1817650	1750054	15	1055879	1840781	37.96	1055879	135945	1	3	0.00
36774_1#194	27	12	8	8	8	5	1783397	1779460	1769172	1769172	1769172	1643522	15	983285	1781170	37.78	983285	141698	1	3	0.00
36774_1#196	59	33	21	20	15	10	1918493	1908060	1883077	1873731	1772642	1623946	40	305861	1913192	38.09	204373	94033	4	8	0.00
36774_1#195	37	15	12	10	9	7	1822610	1815627	1808228	1790440	1775404	1721627	21	536826	1819719	38.01	434307	133924	2	4	0.00
36774_1#176	60	31	18	17	15	10	1886251	1876918	1843295	1834864	1806626	1630989	39	551452	1882288	38.03	128282	83837	3	7	0.00
36774_1#197	42	18	14	12	10	8	1825391	1816225	1804546	1785605	1738325	1681065	25	549513	1821424	38.03	378741	116395	2	5	0.00
36774_1#200	23	12	9	8	8	7	1827863	1825330	1816864	1809192	1809192	1781598	13	604801	1825903	37.82	383955	153485	2	4	0.00
36774_1#204	33	13	10	9	9	8	1893424	1887756	1882014	1872151	1872151	1844566	16	564808	1889868	38.06	461986	171539	2	4	0.00
36774_1#208	48	32	19	16	13	9	1921043	1914605	1885290	1857797	1804490	1668371	37	366981	1918730	38.07	235836	109841	4	6	0.00
36774_1#202	44	32	24	22	19	13	1884482	1881019	1868022	1855395	1807681	1600473	34	289684	1882397	38.04	104638	77488	6	11	0.00
36774_1#212	32	14	11	10	10	8	1859918	1854446	1848446	1838584	1838584	1764889	18	564828	1857123	38.01	460266	139612	2	4	0.00
36774_1#247	4704	369	59	12	2	0	2264811	1240847	538705	219531	84167	0	653	43178	1438770	38.03	3624	1669	103	244	0.00
36774_1#232	55	19	15	14	12	9	1808520	1795703	1788750	1779841	1755663	1665287	26	408911	1801375	37.97	232578	140235	3	6	0.00
36774_1#209	37	25	14	12	10	8	1784153	1778864	1757472	1739442	1714968	1647304	30	548102	1782211	37.84	364356	110634	2	5	0.00
36774_1#199	43	17	12	12	12	9	1863006	1852731	1842112	1842112	1842112	1737273	24	548117	1858162	38.04	219912	136857	3	5	0.00
36774_1#211	32	16	12	11	11	8	1918370	1913762	1908267	1898580	1898580	1778656	19	607794	1915498	37.91	215694	135949	3	6	0.00
36774_1#216	33	22	12	12	10	8	1784335	1779782	1760105	1760105	1724694	1657030	26	548094	1782208	37.84	364324	110634	2	5	0.00
36774_1#2	69	27	18	16	14	10	1981785	1965339	1946052	1930477	1896180	1764495	42	575654	1975718	38.27	161924	120251	4	7	0.00
36774_1#228	52	30	19	19	14	11	1892039	1885961	1859376	1859376	1757480	1670563	31	528267	1886957	38.08	177270	79016	4	7	0.00
36774_1#205	30	9	8	7	7	6	1905054	1898812	1897746	1889102	1889102	1862295	12	1059282	1901324	38.00	1059282	148709	1	3	0.00
36774_1#226	24	10	8	7	7	5	1786968	1782719	1779521	1770857	1770857	1699361	13	1123993	1784545	37.79	1123993	217716	1	2	0.00
36774_1#238	14	8	6	6	6	5	1894470	1893093	1888103	1888103	1888103	1860499	8	1116615	1893093	38.16	1116615	366460	1	2	0.00
36774_1#217	30	16	13	12	10	8	1862685	1856224	1851198	1841724	1808958	1756121	24	598890	1861615	37.97	215881	147544	3	6	0.00
36774_1#223	37	13	10	10	8	6	1913644	1904659	1900978	1900978	1866364	1793507	21	818305	1910070	38.07	346809	180425	2	4	0.00
36774_1#227	42	20	14	12	11	10	1906165	1897156	1883901	1866275	1851400	1823861	27	528778	1902559	38.10	168203	106728	3	6	0.00
36774_1#234	21	12	9	8	8	7	1793771	1791649	1783183	1775596	1775596	1748002	13	604864	1792433	37.78	384547	153463	2	4	0.00
36774_1#231	34	17	12	9	8	8	1829791	1825430	1816717	1794430	1779675	1779675	19	507923	1826582	38.05	380901	133668	3	4	0.00
36774_1#215	26	13	10	9	7	6	1859888	1856252	1852350	1847248	1813566	1786001	14	884692	1856955	38.02	359083	195574	2	3	0.00
36774_1#225	24	11	9	9	9	8	1871154	1866889	1864011	1864011	1864011	1836354	13	657644	1868158	37.99	322404	134969	2	4	0.00
36774_1#198	49	18	14	14	12	9	1809072	1796893	1789940	1789940	1765766	1675399	27	408911	1804005	37.96	242687	140236	3	6	0.00
36774_1#233	47	22	16	13	12	8	1826460	1817795	1808707	1784207	1764224	1640373	28	588875	1822075	37.85	395302	105520	2	5	0.00
36774_1#244	31	13	10	9	8	6	1777038	1772424	1769183	1760626	1750394	1691609	14	978056	1773064	37.74	978056	141335	1	3	0.00
36774_1#236	25	12	9	9	8	4	1864345	1861439	1856631	1856631	1846476	1703656	13	1209693	1862154	38.02	1209693	201192	1	2	0.00
36774_1#206	53	17	17	17	14	11	1898731	1888897	1888897	1888897	1837879	1748053	21	462486	1891681	37.97	168551	102001	4	8	0.00
36774_1#229	25	9	8	8	8	6	1885399	1880090	1878392	1878392	1878392	1823313	13	1081193	1882873	38.01	1081193	375371	1	2	0.00
36774_1#21	4619	227	112	65	16	2	3126406	2003128	1721555	1373810	587930	134871	556	71191	2211707	38.31	15026	5868	44	101	0.00
36774_1#246	50	32	25	22	20	14	1867875	1863165	1850556	1823468	1797146	1589017	35	280521	1865064	37.99	104873	67182	6	12	0.00
36774_1#230	49	18	15	14	10	7	1772178	1764350	1758783	1749056	1669670	1572926	21	628050	1766374	37.72	264012	128545	2	5	0.00
36774_1#243	49	25	16	16	13	11	2013269	2003882	1981564	1981564	1926217	1871491	32	300268	2008899	38.31	209627	133458	4	7	0.00
36774_1#250	41	22	16	16	14	12	1816725	1811428	1796769	1796769	1763171	1703584	24	264214	1812799	37.92	162858	111417	5	8	0.00
36774_1#207	51	34	21	17	14	10	1921656	1914963	1885720	1850671	1797364	1677160	39	306055	1919088	38.06	201909	109829	4	7	0.00
36774_1#222	32	16	11	11	10	9	1873328	1865831	1854178	1854178	1832767	1804905	23	526496	1870889	38.10	444590	110914	2	5	0.00
36774_1#240	44	25	17	16	13	11	1807390	1802693	1785749	1778260	1733238	1673053	27	388200	1804066	38.01	154171	111053	4	7	0.00
36774_1#219	39	13	11	9	8	6	1862561	1852929	1848763	1831599	1819223	1764884	19	612828	1858503	38.02	386238	169809	2	4	0.00
36774_1#22	39	13	11	9	8	6	1897162	1887536	1883370	1866207	1853790	1799451	19	647397	1893110	38.08	386251	169816	2	4	0.00
36774_1#221	19	13	10	9	8	3	1856500	1854786	1849048	1841497	1831332	1658789	14	1164469	1855438	37.95	1164469	309950	1	2	0.00
36774_1#210	25	17	12	10	10	9	1880092	1878010	1868274	1857653	1857653	1830067	18	556832	1878547	37.99	383035	127214	2	5	0.00
36774_1#20	37	18	13	12	10	9	1804896	1800308	1792838	1787358	1752660	1725041	19	525687	1800841	38.00	301762	110941	3	5	0.00
36774_1#214	39	20	16	14	12	10	1803630	1799704	1794357	1780694	1745991	1679662	21	486749	1800237	38.00	184880	110947	3	6	0.00
36774_1#23	53	26	18	17	14	12	2011093	2001257	1983381	1977968	1922613	1867887	33	300276	2006277	38.31	165534	120938	5	8	0.00
36774_1#242	35	18	14	13	12	9	1793145	1788710	1780475	1772262	1753741	1645169	21	513977	1790407	37.89	255031	108393	3	5	0.00
36774_1#251	23	9	7	7	7	6	1773084	1769129	1766390	1766390	1766390	1738732	12	987402	1770855	37.77	987402	381228	1	2	0.00
36774_1#29	24	10	8	7	7	5	1786972	1782723	1779525	1770867	1770867	1699371	13	1124003	1784549	37.79	1124003	217716	1	2	0.00
36774_1#255	76	37	27	22	20	14	2018963	2006436	1986528	1945712	1902788	1685277	45	214700	2011913	38.15	118988	72805	6	12	0.00
36774_1#218	29	14	11	9	9	7	1817904	1814041	1810185	1796219	1796219	1725374	15	615952	1815009	38.03	401710	145873	2	5	0.00
36774_1#241	69	38	23	21	16	9	1886130	1876590	1841551	1823413	1747400	1506018	45	551456	1881484	38.03	128282	61977	3	8	0.00
36774_1#245	36	24	13	12	10	8	1784320	1779017	1757632	1749186	1724711	1657047	29	548121	1782364	37.84	364320	110618	2	5	0.00
36774_1#248	50	26	18	14	11	8	1878803	1872395	1858677	1826400	1771324	1671055	27	372854	1873031	37.94	300588	136797	3	5	0.00
36774_1#249	33	13	8	7	6	5	1766597	1762097	1752790	1743321	1719093	1691444	14	991208	1762740	37.84	991208	362675	1	2	0.00
36774_1#258	40	12	10	10	8	6	1913099	1902858	1900098	1900098	1865536	1792679	20	818234	1908048	38.06	346188	180425	2	4	0.00
36774_1#276	21	10	7	7	7	6	1811246	1808477	1803997	1803997	1803997	1776393	11	1031707	1809015	38.00	1031707	148648	1	3	0.00
36774_1#257	30	13	9	7	7	5	1782876	1777205	1768109	1749903	1749903	1674175	18	975121	1780541	37.77	975121	383746	1	2	0.00
36774_1#201	36	15	12	11	10	8	1776814	1771606	1768365	1759848	1749616	1690831	17	977906	1773104	37.74	977906	114596	1	4	0.00
36774_1#24	20	11	8	8	8	5	1854529	1852518	1847926	1847926	1847926	1740688	12	1076710	1853053	38.05	1076710	149311	1	3	0.00
36774_1#203	56	31	17	17	16	9	1948866	1939591	1905965	1905965	1894319	1651089	40	551448	1945751	38.03	213462	76484	3	7	0.00
36774_1#264	50	33	20	17	14	9	1920753	1914266	1884800	1858102	1796387	1633667	38	306079	1918391	38.07	201431	117922	4	8	0.00
36774_1#275	29	16	13	13	11	7	1805662	1800692	1794985	1794985	1764593	1635005	20	485698	1803738	37.81	323674	142115	3	5	0.00
36774_1#262	49	31	25	22	20	15	2000143	1994563	1984088	1958209	1930105	1766198	35	280488	1997331	37.92	126053	82279	6	11	0.00
36774_1#274	47	15	14	14	12	11	1906577	1899424	1897989	1897989	1864391	1836553	18	416031	1901228	37.93	238307	144822	3	6	0.00
36774_1#237	49	29	18	17	13	10	1918060	1910135	1887191	1877845	1790400	1696289	35	305881	1914445	38.10	178461	117970	4	8	0.00
36774_1#27	38	20	16	13	12	8	1826331	1819471	1813299	1789933	1769950	1649287	26	588880	1823590	37.85	355878	106150	2	5	0.00
36774_1#259	55	17	14	13	12	10	1815859	1804120	1799966	1791940	1770286	1698415	23	596926	1808390	37.96	221751	94109	3	6	0.00
36774_1#260	5921	349	71	17	3	0	2786630	1263371	690696	326776	107466	0	936	47933	1666208	38.27	3372	1040	107	336	0.00
36774_1#220	45	23	16	16	14	12	1818206	1812412	1796709	1796709	1763110	1703522	25	264211	1813783	37.94	162858	111417	5	8	0.00
36774_1#26	79	27	15	15	12	9	1907687	1892395	1863258	1863258	1807555	1721797	35	544185	1898173	38.03	166116	128176	3	6	0.00
36774_1#269	43	25	20	18	14	8	1925907	1920777	1910575	1892680	1827253	1627615	29	351236	1923286	37.96	340700	95457	3	7	0.00
36774_1#273	27	14	11	10	10	6	1852827	1848273	1843843	1835936	1835936	1702126	18	1041338	1850989	37.98	1041338	119094	1	3	0.00
36774_1#283	47	18	17	14	12	9	1921183	1913923	1912857	1890620	1856208	1758237	20	720065	1915284	38.04	297644	116347	2	6	0.00
36774_1#261	47	20	13	12	10	8	1793647	1786669	1770535	1761035	1726994	1673087	21	503509	1787317	37.95	441391	130511	2	4	0.00
36774_1#288	26	13	9	8	8	8	1879712	1875656	1868073	1861732	1861732	1861732	15	508894	1877036	38.09	430020	134271	2	4	0.00
36774_1#289	56	25	21	18	14	8	1890184	1880615	1868131	1840732	1775305	1593133	30	351301	1884676	37.93	340682	118397	3	6	0.00
36774_1#286	38	20	16	13	12	8	1826335	1819475	1813302	1789935	1769952	1649288	26	588884	1823593	37.85	355878	106146	2	5	0.00
36774_1#287	39	16	12	10	9	8	1803356	1796435	1789717	1774280	1750994	1723425	18	508109	1798083	37.95	238747	135698	3	5	0.00
36774_1#284	28	18	13	12	11	8	1829405	1824999	1817109	1808849	1795824	1692557	22	498489	1828042	37.89	261373	140736	3	5	0.00
36774_1#328	29	15	12	10	10	8	1815935	1812427	1806726	1787577	1787577	1733742	17	585022	1813634	37.99	406316	136836	2	4	0.00
36774_1#296	26	10	8	8	8	6	1885202	1881048	1877736	1877736	1877736	1822657	12	1081209	1882634	38.01	1081209	147939	1	3	0.00
36774_1#292	45	31	22	22	19	13	1884402	1880343	1862896	1862896	1815178	1607930	33	289668	1881721	38.04	104634	77400	6	11	0.00
36774_1#25	43	25	16	16	13	11	1892444	1887347	1865776	1865776	1808909	1749433	26	528271	1888343	38.08	177270	111030	4	7	0.00
36774_1#30	19	9	7	7	7	5	1769802	1766798	1763184	1763184	1763184	1690755	11	991183	1768011	37.82	991183	150581	1	3	0.00
36774_1#263	54	25	19	18	16	13	1855520	1848077	1833280	1823754	1790153	1682638	27	211877	1849667	38.06	158465	105016	6	9	0.00
36774_1#28	34	17	11	10	10	7	1839146	1833554	1821106	1814249	1814249	1701434	21	511194	1836026	38.02	409815	135371	2	5	0.00
36774_1#253	31	20	14	13	12	9	1875592	1871011	1862602	1854342	1841346	1738333	23	498278	1873519	37.96	180720	134183	4	7	0.00
36774_1#277	30	14	10	9	9	7	1860956	1857023	1849673	1839815	1839815	1766124	15	564836	1857606	38.00	460856	372373	2	3	0.00
36774_1#282	52	30	24	20	15	13	1841906	1835728	1826683	1794884	1707943	1639796	33	365181	1838173	37.94	111639	89833	5	10	0.00
36774_1#252	52	25	15	14	12	8	1921011	1914229	1891894	1882207	1847495	1718049	27	578062	1916077	38.11	300614	138972	3	5	0.00
36774_1#297	21	10	8	8	8	7	1872038	1868429	1865421	1865421	1865421	1837703	12	658103	1869794	38.00	428911	134968	2	4	0.00
36774_1#256	25	10	9	8	8	6	1804040	1799185	1797559	1788953	1788953	1714548	13	978124	1801305	37.81	978124	142013	1	3	0.00
36774_1#32	49	24	21	20	15	10	1820018	1813011	1804803	1795453	1722496	1552842	28	506199	1816119	37.87	143170	79668	4	8	0.00
36774_1#268	28	21	13	11	11	9	1878251	1876291	1856152	1842530	1842530	1774382	22	516286	1876828	37.99	263326	120960	3	5	0.00
36774_1#224	89	40	29	22	15	9	1905450	1893109	1868260	1812021	1701079	1524399	45	522937	1896351	38.10	140062	63198	3	8	0.00
36774_1#305	53	19	14	13	11	9	1824474	1815895	1804809	1795517	1755066	1685942	24	351319	1819573	37.98	290551	124554	3	6	0.00
36774_1#270	63	21	16	16	12	9	1819220	1807537	1794410	1794410	1735144	1644752	26	608455	1810702	37.81	187664	105725	3	6	0.00
36774_1#239	44	19	15	13	12	10	1859387	1851623	1840219	1824544	1800470	1726979	25	564800	1855459	38.03	225469	111491	3	6	0.00
