filename	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
c736e4_contigs.fa	1827688	18	101538.22	527086	325	1	1	249466	3	197161	4	108430	7
c74f73_contigs.fa	1780652	13	136973.23	563270	343	2	2	383744	2	360610	3	103167	6
c77324_contigs.fa	1834762	17	107927.18	620456	332	27	4	367925	2	167701	4	109088	7
c774ba_contigs.fa	1863876	19	98098.74	382357	408	3	3	251801	3	147379	5	96645	8
c7773c_contigs.fa	1891380	27	70051.11	539822	302	138	2	266903	3	112983	5	70107	9
c77ecf_contigs.fa	1816883	8	227110.38	1031278	2316	14	1	1031278	1	367724	2	132410	4
c79a56_contigs.fa	2521534	653	3861.46	380999	303	14849	140	118771	6	89546	11	1003	193
c79ca5_contigs.fa	1896410	27	70237.41	349302	345	2	2	116435	5	103072	9	56074	13
c7a3f2_contigs.fa	1787987	14	127713.36	401541	335	69	1	287937	3	140951	5	112911	7
c7a5b7_contigs.fa	1775288	10	177528.80	1004536	306	2	2	1004536	1	363535	2	107930	4
c7aab3_contigs.fa	1895568	20	94778.40	556644	311	17	2	259507	3	156472	4	110966	7
c7b194_contigs.fa	1858385	24	77432.71	487564	323	16	6	170911	3	131573	5	80065	9
c7b4f9_contigs.fa	1819091	9	202121.22	1031349	1714	3	3	1031349	1	366041	2	131953	4
c7dbfb_contigs.fa	1884908	11	171355.27	1054891	306	5	5	1054891	1	386673	2	141931	4
c7e828_contigs.fa	1817763	25	72710.52	982086	323	3	3	982086	1	335786	2	90373	5
c80514_contigs.fa	1817942	22	82633.73	393544	342	4	4	216158	4	141124	6	96742	8
c811fe_contigs.fa	1868964	40	46724.10	525942	306	1	1	202679	3	133030	6	93881	9
c81445_contigs.fa	1808702	10	180870.20	892510	394	16	2	377748	2	377748	2	112976	5
c814d0_contigs.fa	1870842	13	143910.92	938756	319	11	3	938756	1	148955	3	127608	5
c82e5c_contigs.fa	1842805	20	92140.25	498665	338	1	1	175813	4	141851	6	105250	9
c83ffe_contigs.fa	1894383	30	63146.10	290645	345	1	1	116433	5	94337	9	38571	15
c84980_contigs.fa	1845526	24	76896.92	843526	306	2	2	387742	2	137535	3	62966	7
c85961_contigs.fa	1854233	23	80618.83	506091	333	120	2	263091	3	110772	5	57571	10
c85ef1_contigs.fa	1912035	26	73539.81	507779	300	1	1	274131	3	137081	5	90238	9
c868e1_contigs.fa	1863725	11	169429.55	1095681	390	4	4	1095681	1	368833	2	123028	4
c8787e_contigs.fa	1898473	12	158206.08	871813	542	1	1	322111	2	273167	3	91999	5
c87f58_contigs.fa	1783318	13	137178.31	552800	375	91	3	383825	2	372431	3	117387	6
c88903_contigs.fa	1799594	14	128542.43	534587	372	5	1	408954	2	389278	3	112104	6
c89135_contigs.fa	1869396	69	27092.70	889683	306	1	1	435796	2	435796	2	116936	5
c8b9de_contigs.fa	1911664	27	70802.37	432096	335	5	5	271291	3	136327	5	95717	9
c8e8cc_contigs.fa	1824595	18	101366.39	496378	347	12	2	160224	3	141147	5	95537	8
c8eb72_contigs.fa	1815278	15	121018.53	1008372	307	4	4	1008372	1	358476	2	112130	5
c8f7e5_contigs.fa	1828856	22	83129.82	265104	330	12	2	163569	5	113637	7	66792	11
c8fcaa_contigs.fa	1868062	11	169823.82	984622	706	1	1	984622	1	386957	2	147487	4
c91020_contigs.fa	1891216	27	70045.04	258529	854	0	0	107143	6	101371	10	36763	16
c919b5_contigs.fa	1809020	11	164456.36	658200	512	1	1	377541	2	149568	4	113068	6
c929f5_contigs.fa	1809483	10	180948.30	886487	774	31	2	377830	2	152055	3	112939	5
c93518_contigs.fa	1799452	12	149954.33	608965	2503	1	1	291297	2	158020	4	102300	7
c93ad4_contigs.fa	1770352	10	177035.20	998274	436	52	3	998274	1	385968	2	108435	4
c9486d_contigs.fa	1917621	16	119851.31	1039181	335	1	1	1039181	1	187306	3	97721	5
c94cca_contigs.fa	1839422	16	114963.88	432160	550	3	3	301028	3	291504	4	98931	7
c95e31_contigs.fa	1934143	19	101797.00	546194	306	2	2	363440	3	147911	4	113429	7
c9661c_contigs.fa	1810498	11	164590.73	919645	413	40	1	919645	1	503665	2	222786	3
c97f9f_contigs.fa	1936490	10	193649.00	1076166	323	1	1	1076166	1	382319	2	148635	4
c9802a_contigs.fa	1865659	12	155471.58	1085825	468	0	0	1085825	1	343121	2	113764	4
c98f12_contigs.fa	1887369	18	104853.83	655494	481	13	3	357928	2	152174	4	113195	7
c9da33_contigs.fa	1887218	19	99327.26	554467	302	3	3	400462	2	397793	3	61053	7
ca1074_contigs.fa	1829341	20	91467.05	414068	419	1	1	218858	3	122830	6	41387	10
ca198c_contigs.fa	1999014	27	74037.56	576090	320	161	3	197254	3	151705	5	111611	8
ca3c1e_contigs.fa	1840565	11	167324.09	544062	319	1	1	431770	2	410564	3	111009	6
ca5869_contigs.fa	1888033	10	188803.30	1073410	414	4	4	1073410	1	440385	2	110627	4
ca5e5b_contigs.fa	2004902	40	50122.55	419879	320	103	2	139507	4	114239	7	36370	13
ca7e95_contigs.fa	1798639	13	138356.85	410711	414	0	0	273140	3	194529	4	101015	8
caa3c1_contigs.fa	1848510	18	102695.00	520230	302	46	6	226812	3	205617	4	117474	7
cab436_contigs.fa	1835177	14	131084.07	431923	426	34	4	336130	3	315424	4	108015	6
cab72f_contigs.fa	1866467	26	71787.19	575641	323	152	7	185154	3	116224	5	53218	10
cacfe4_contigs.fa	1782200	16	111387.50	534026	441	8	4	371636	2	351818	3	111537	6
cae85e_contigs.fa	1931707	27	71544.70	410048	337	13	5	289862	3	151493	5	44760	9
caf8e9_contigs.fa	1815581	8	226947.62	1031380	724	0	0	1031380	1	367436	2	135870	4
cb1e14_contigs.fa	1771567	20	88578.35	504176	392	3	3	211163	3	115814	5	96168	8
cb2076_contigs.fa	3868418	1080	3581.87	76888	269	32224	461	16639	66	10050	125	1924	272
cb23d2_contigs.fa	1896066	22	86184.82	555117	305	3	3	201239	3	114383	5	69596	9
cb261d_contigs.fa	1823407	20	91170.35	533721	328	4	4	127166	4	107483	7	61877	11
cb3c4c_contigs.fa	1933506	30	64450.20	609280	314	4	4	411088	2	149997	4	52250	8
cb3c5c_contigs.fa	1869868	28	66781.00	326518	328	2	2	196614	4	121209	7	51739	11
cb4622_contigs.fa	3493756	41	85213.56	754097	407	263	8	437020	4	348303	5	117715	10
cb4973_contigs.fa	1928961	26	74190.81	411132	340	179	3	306434	3	151916	5	55280	9
cb4a37_contigs.fa	1807435	11	164312.27	664137	518	2	2	365899	2	321089	3	140300	5
cb57a4_contigs.fa	1816274	8	227034.25	1031145	475	1	1	1031145	1	367504	2	132027	4
cb7c0a_contigs.fa	1874015	21	89238.81	550232	303	2	2	387738	2	204146	4	117832	7
cb7c3d_contigs.fa	1911101	25	76444.04	364390	463	29	4	234956	4	168386	5	52042	9
cb7d40_contigs.fa	1854589	11	168599.00	664620	306	4	4	429807	2	323519	3	110306	5
cb927b_contigs.fa	2044266	37	55250.43	252699	307	2	2	145199	6	80354	9	34158	16
cba712_contigs.fa	1779810	14	127129.29	392165	685	1	1	377934	3	157332	4	103943	7
cbc788_contigs.fa	1804773	9	200530.33	1002733	581	2	2	1002733	1	380756	2	131161	4
cbd713_contigs.fa	1901924	22	86451.09	532697	306	3	3	197035	3	126953	6	92567	9
cbd724_contigs.fa	1873286	15	124885.73	1096915	345	2	2	1096915	1	337490	2	127727	4
cbdd33_contigs.fa	1846942	15	123129.47	544131	367	34	1	431726	2	413499	3	108205	6
cbdda8_contigs.fa	1854846	10	185484.60	826998	471	1	1	368253	2	313155	3	186897	4
cbe15c_contigs.fa	1822871	10	182287.10	993558	407	20	4	993558	1	383468	2	141857	4
cbe175_contigs.fa	1819983	16	113748.94	505351	307	114	4	473880	2	385924	3	117282	5
cc0add_contigs.fa	1810565	15	120704.33	560672	327	1	1	384193	2	138039	4	107936	7
cc1420_contigs.fa	1934621	18	107478.94	544304	334	15	2	274121	3	168143	4	68204	8
cc16a4_contigs.fa	1900124	16	118757.75	512696	470	4	4	215043	3	128086	6	100919	9
cc2ea0_contigs.fa	1815799	11	165072.64	658417	746	0	0	366060	2	140506	4	132002	6
cc5898_contigs.fa	1810345	37	48928.24	393941	300	33	3	256755	3	112246	5	49878	10
cc6378_contigs.fa	1882857	18	104603.17	517789	376	2	2	444186	2	187945	4	97270	6
cc70af_contigs.fa	1821979	11	165634.45	992280	352	3	3	992280	1	304367	2	127418	5
cc7d2a_contigs.fa	1918971	17	112880.65	1425378	306	225	4	1425378	1	1425378	1	114159	4
cc87be_contigs.fa	1925554	23	83719.74	409874	348	3	3	289746	3	125924	5	44758	9
ccc082_contigs.fa	1806506	11	164227.82	997820	318	1	1	997820	1	371890	2	109641	4
ccc807_contigs.fa	2123343	444	4782.30	199207	304	7173	71	64300	11	39176	19	1231	74
cce64c_contigs.fa	1782478	10	178247.80	993063	489	0	0	993063	1	383046	2	118073	4
ccef9d_contigs.fa	1930846	27	71512.81	380816	305	104	7	166287	4	102396	7	43039	13
cd057f_contigs.fa	1826244	17	107426.12	536695	314	2	2	420721	2	420046	3	100691	6
cd0f0f_contigs.fa	1834020	12	152835.00	962333	300	25	5	962333	1	441308	2	119789	4
cd118d_contigs.fa	1992991	25	79719.64	576084	320	0	0	199924	3	164269	5	91608	8
cd1dae_contigs.fa	1929769	23	83903.00	420929	340	1	1	285152	3	154702	5	109072	8
cd2221_contigs.fa	1830161	24	76256.71	413261	378	14	3	251684	3	130344	5	100414	8
cd481f_contigs.fa	1896760	22	86216.36	557046	487	45	5	163866	3	103736	6	62207	10
cd8dc6_contigs.fa	1902521	15	126834.73	1122047	311	7	4	1122047	1	376027	2	118050	4
cd9a57_contigs.fa	1885448	17	110908.71	564462	343	1	1	383831	2	138830	4	110596	7
cda596_contigs.fa	1869006	10	186900.60	677283	1661	3	3	382417	2	278766	3	119163	6
cdbfd9_contigs.fa	1859818	11	169074.36	936280	517	2	2	936280	1	380079	2	112920	5
cdcc2e_contigs.fa	1835195	13	141168.85	793761	447	5	5	376821	2	210854	3	102317	6
cdd79e_contigs.fa	1910259	21	90964.71	509911	395	4	4	210981	3	115924	6	99286	9
cde802_contigs.fa	1826563	12	152213.58	794546	330	142	5	381854	2	231168	3	116028	5
cdfcad_contigs.fa	1857777	22	84444.41	959169	338	21	3	959169	1	347786	2	117374	5
ce1610_contigs.fa	3620931	239	15150.34	176818	307	2073	27	43752	21	18677	48	7583	106
ce1712_contigs.fa	1778513	15	118567.53	683280	343	2	2	358904	2	259283	3	103114	6
ce1835_contigs.fa	2811183	1110	2532.60	116795	269	70893	959	22430	29	5128	81	700	478
ce1ec9_contigs.fa	1868168	10	186816.80	1081957	378	2	2	1081957	1	473216	2	152278	3
ce2dc6_contigs.fa	1936362	18	107575.67	534831	334	33	3	274099	3	202754	4	65806	8
ce3eaa_contigs.fa	1809477	15	120631.80	512242	327	0	0	393355	2	384126	3	109330	6
ce4f5e_contigs.fa	1825431	15	121695.40	885750	342	34	3	314286	2	168615	3	94650	6
ce5797_contigs.fa	1916591	16	119786.94	462822	321	15	10	302257	3	198373	4	126557	7
ce5975_contigs.fa	1833798	12	152816.50	764899	434	1	1	386005	2	228014	3	105482	6
ce8670_contigs.fa	1824720	20	91236.00	312279	6058	1	1	154516	4	122656	7	34264	12
ce90ef_contigs.fa	1923230	30	64107.67	689904	328	45	5	412004	2	136945	4	61040	8
ceab1a_contigs.fa	1822453	14	130175.21	1040300	326	2	2	1040300	1	286113	2	118372	5
ceb387_contigs.fa	1805164	15	120344.27	998919	318	0	0	998919	1	289281	2	96462	5
ceba8f_contigs.fa	1769851	22	80447.77	504248	331	1	1	240278	3	115696	5	88145	8
cebd70_contigs.fa	1810893	11	164626.64	1039729	796	2	2	1039729	1	336883	2	119967	4
cebe59_contigs.fa	1857849	27	68809.22	526843	303	19	8	212382	3	128803	6	62180	9
cec419_contigs.fa	1837220	11	167020.00	986207	395	3	3	986207	1	363833	2	143149	5
cecfa8_contigs.fa	1814720	21	86415.24	505538	423	1	1	442435	2	135105	4	90435	7
ced20a_contigs.fa	1870752	9	207861.33	1060648	408	0	0	1060648	1	408685	2	122148	4
ced95c_contigs.fa	1857512	15	123834.13	1046939	303	3	3	1046939	1	375024	2	120290	4
ceeee2_contigs.fa	1790198	16	111887.38	729223	367	1	1	254700	2	132754	4	110123	8
cf0bd2_contigs.fa	2074744	314	6607.46	543890	301	2101	17	362398	3	197692	4	28049	10
cf131e_contigs.fa	1800947	78	23089.06	241230	308	413	5	92810	6	59748	10	26467	20
cf1654_contigs.fa	1919416	17	112906.82	610117	427	63	2	381265	2	156754	4	116823	7
cf3caa_contigs.fa	3106339	1281	2424.93	92894	269	3686	35	5693	141	3181	284	1037	606
cf3d79_contigs.fa	1824592	16	114037.00	1041494	328	69	2	1041494	1	289426	2	87970	5
cf4149_contigs.fa	1827041	18	101502.28	702432	328	2	2	340010	2	286488	3	113967	6
cf430c_contigs.fa	1766904	14	126207.43	356656	732	2	2	280447	3	133466	5	93038	8
cf51de_contigs.fa	1858916	8	232364.50	1188955	353	0	0	1188955	1	323274	2	189321	3
cf609c_contigs.fa	3625186	394	9200.98	121983	300	7341	60	27907	40	14011	74	5612	150
cf7c0e_contigs.fa	1837678	21	87508.48	548578	407	1	1	253716	3	201371	4	80415	8
cf816f_contigs.fa	3441100	1730	1989.08	31232	269	63527	521	4227	219	2252	440	749	977
cf86d4_contigs.fa	1820508	8	227563.50	889768	663	4	4	365862	2	241786	3	149194	4
cf89cc_contigs.fa	1814569	13	139582.23	1008474	307	3	3	1008474	1	356648	2	111519	5
cf8e9d_contigs.fa	1837534	25	73501.36	1040604	317	9	7	1040604	1	293033	2	118936	5
cfa5b4_contigs.fa	1821808	14	130129.14	628849	328	0	0	283866	2	207934	4	111672	6
cfaf41_contigs.fa	2336991	572	4085.65	515942	302	13251	84	258271	3	99790	7	1010	142
cfb34e_contigs.fa	1858662	32	58083.19	1184869	316	75	1	1184869	1	323277	2	186581	3
cfc352_contigs.fa	1882949	21	89664.24	462926	311	8	7	378188	3	198348	4	133984	6
cfd4ac_contigs.fa	1835099	10	183509.90	1049860	332	54	4	1049860	1	374648	2	118617	4
cff4a3_contigs.fa	1819639	10	181963.90	1042239	312	2	2	1042239	1	371355	2	123258	4
cff58c_contigs.fa	2025408	22	92064.00	547989	301	0	0	335539	3	196192	4	113145	7
d00d5f_contigs.fa	1834304	12	152858.67	931005	441	2	2	931005	1	136748	3	109300	6
d0128f_contigs.fa	1814099	15	120939.93	1008358	307	2	2	1008358	1	388247	2	115739	4
d02f0e_contigs.fa	1861359	23	80928.65	498333	305	55	5	299938	3	130952	5	85054	8
d03466_contigs.fa	1822237	17	107190.41	557055	328	25	4	242203	3	141131	5	76096	9
d049ec_contigs.fa	1786545	16	111659.06	547525	322	2	2	384738	2	377573	3	116603	6
d0569f_contigs.fa	1944703	18	108039.06	501867	310	29	9	212168	3	149910	6	94424	9
d05c01_contigs.fa	1826917	11	166083.36	989582	414	1	1	989582	1	375467	2	141597	4
d05f9e_contigs.fa	1837477	18	102082.06	548647	319	26	1	428590	2	366600	3	114486	6
d05ff3_contigs.fa	1819788	16	113736.75	996218	300	1	1	996218	1	393874	2	116725	4
d07f0f_contigs.fa	1849895	41	45119.39	525353	342	20	7	200084	3	111402	6	33874	12
d08c80_contigs.fa	1845297	15	123019.80	417182	306	38	7	361049	3	233159	4	109669	6
d08e04_contigs.fa	1925416	15	128361.07	610238	332	3	3	384064	2	158631	4	115385	7
d0a434_contigs.fa	1909394	53	36026.30	525193	303	29	3	200887	3	111518	6	33976	11
d0aa7b_contigs.fa	1828147	14	130581.93	565180	369	8	8	482641	2	373520	3	120859	5
d0b222_contigs.fa	1894046	21	90192.67	560236	311	143	4	387180	2	156359	4	72457	8
d0b46b_contigs.fa	1858751	8	232343.88	1192586	353	0	0	1192586	1	323236	2	189243	3
d0b754_contigs.fa	1859454	23	80845.83	515340	331	14	6	443799	2	347160	3	115622	6
d0d7dd_contigs.fa	1855291	17	109134.76	1039618	326	3	3	1039618	1	366030	2	103648	5
d0e696_contigs.fa	2015170	26	77506.54	305874	320	2	2	203560	5	114898	7	69537	11
d0ed04_contigs.fa	1870410	14	133600.71	614981	314	100	3	390038	2	168576	4	134546	6
d11131_contigs.fa	2229326	566	3938.74	603576	302	8795	55	116817	4	54573	10	832	131
d111ba_contigs.fa	1864485	18	103582.50	525457	330	1	1	457526	2	381595	3	105852	6
d12a5c_contigs.fa	5008160	3025	1655.59	44625	269	124661	1902	4744	265	2029	579	530	1590
d1550d_contigs.fa	1914956	18	106386.44	464094	306	23	7	211428	3	169350	5	131571	8
d156a2_contigs.fa	1847185	20	92359.25	408079	306	4	4	335733	3	238670	4	103961	7
d15d9f_contigs.fa	1883792	14	134556.57	526998	333	4	4	513837	2	371505	3	108383	6
d16157_contigs.fa	3608283	1459	2473.12	38841	269	101276	799	5932	169	3251	333	965	739
d18280_contigs.fa	1832655	12	152721.25	431645	426	1	1	353377	3	298187	4	108077	6
d18509_contigs.fa	3724466	256	14548.70	161313	302	5220	43	41223	26	25237	49	8655	100
d18930_contigs.fa	1855868	16	115991.75	548103	311	0	0	271943	3	194754	4	110966	7
d18b9c_contigs.fa	1811008	8	226376.00	1009092	345	2	2	1009092	1	385496	2	126896	4
d19d14_contigs.fa	3641970	1243	2929.98	50778	269	48009	710	9264	109	5107	213	1217	475
d19f78_contigs.fa	1833283	14	130948.79	426758	562	2	2	308922	3	298195	4	95019	7
d1bbd5_contigs.fa	1749608	13	134585.23	1178513	661	15	5	1178513	1	133380	2	94940	5
d1bbf2_contigs.fa	1803115	6	300519.17	1002558	1272	0	0	1002558	1	380726	2	142633	4
d1c11d_contigs.fa	1841978	19	96946.21	994717	371	11	2	994717	1	385541	2	61251	5
d1c52d_contigs.fa	1770293	10	177029.30	994525	455	11	2	994525	1	387770	2	120945	4
d1c7d5_contigs.fa	1865679	11	169607.18	1090047	487	33	3	1090047	1	354239	2	107388	5
d1cecf_contigs.fa	1876586	14	134041.86	1082559	347	1	1	1082559	1	383981	2	117550	4
d1ec8d_contigs.fa	3544482	1309	2707.78	50494	269	78027	601	7020	152	3557	293	988	663
d1fbaa_contigs.fa	3488509	1220	2859.43	68248	269	113392	1338	9780	90	4629	195	1086	501
d1fd45_contigs.fa	1843447	15	122896.47	753737	340	38	1	311955	2	280472	3	156757	5
d203f6_contigs.fa	1897083	25	75883.32	292864	345	14	3	127637	5	104968	9	67637	13
d22806_contigs.fa	1865516	23	81109.39	410063	426	7	2	165715	4	144357	6	72889	9
d22847_contigs.fa	1843095	10	184309.50	1183051	345	0	0	1183051	1	323174	2	186598	3
d245f2_contigs.fa	1802717	10	180271.70	882427	351	0	0	418328	2	418328	2	106315	5
d24fac_contigs.fa	1882840	30	62761.33	353366	403	1	1	195435	4	90920	7	58428	12
d25405_contigs.fa	1802503	10	180250.30	503188	965	76	1	304858	3	218673	4	116352	6
d2626c_contigs.fa	1939858	21	92374.19	438864	310	2	2	161285	4	132929	7	94418	11
d26525_contigs.fa	1906168	15	127077.87	1053030	302	2	2	1053030	1	371157	2	142223	4
d27619_contigs.fa	1837734	30	61257.80	264830	330	46	5	163542	5	113646	7	65654	12
d27a64_contigs.fa	1915628	15	127708.53	605099	338	1	1	389551	2	153309	4	119231	7
d28824_contigs.fa	3621053	1198	3022.58	54877	269	55393	812	10734	99	5374	194	1323	443
d28ac2_contigs.fa	1891109	25	75644.36	499224	305	1	1	299946	3	135171	5	90263	8
d28af1_contigs.fa	1810615	16	113163.44	635167	328	5	5	404689	2	292673	3	93016	6
d2b193_contigs.fa	1915373	23	83277.09	548887	341	52	2	167738	3	139503	5	60961	9
d2b600_contigs.fa	1824051	21	86859.57	778450	318	0	0	351485	2	123997	4	62313	7
d2c5e6_contigs.fa	1918823	16	119926.44	647744	425	23	2	391385	2	187346	4	52176	7
d2e331_contigs.fa	1936960	28	69177.14	401953	311	9	9	300905	3	134630	5	77338	9
d2f153_contigs.fa	1869202	43	43469.81	526369	328	73	10	128791	4	111626	7	36994	12
d2f434_contigs.fa	1923182	25	76927.28	758830	306	0	0	382666	2	287544	3	92159	6
d2fb9d_contigs.fa	1804817	14	128915.50	1028096	419	4	4	1028096	1	386058	2	118500	4
d31918_contigs.fa	1865882	12	155490.17	1081844	421	0	0	1081844	1	367064	2	113701	4
d32e74_contigs.fa	1992894	18	110716.33	1030055	325	1	1	1030055	1	383744	2	118978	5
d33298_contigs.fa	3731336	243	15355.29	279507	300	764	15	84924	16	55681	26	23720	46
d3333c_contigs.fa	1846067	31	59550.55	548574	407	8	4	254219	3	118730	5	64219	9
d3410f_contigs.fa	1821647	17	107155.71	530819	342	54	3	141004	3	113410	6	75984	10
d3498b_contigs.fa	1897088	28	67753.14	396366	441	1	1	157351	4	110950	7	59116	11
d35caa_contigs.fa	1885584	19	99241.26	557198	308	1	1	265387	3	138912	4	80463	8
d35ee9_contigs.fa	1829490	26	70365.00	498430	306	119	4	286779	3	254694	4	83471	7
d36764_contigs.fa	1837871	20	91893.55	554792	386	4	4	394899	2	380289	3	86468	7
d3694d_contigs.fa	1837504	11	167045.82	1009598	329	2	2	1009598	1	375553	2	142296	4
d36996_contigs.fa	1844016	13	141847.38	544248	373	2	2	424229	2	410686	3	111158	6
d36b51_contigs.fa	1798764	12	149897.00	609411	591	0	0	387211	2	273127	3	105866	6
d36fbc_contigs.fa	1865790	13	143522.31	1081920	341	0	0	1081920	1	343769	2	105698	4
d370fa_contigs.fa	1899372	16	118710.75	586600	387	24	3	378769	2	210884	4	104684	6
d375d0_contigs.fa	1984379	19	104441.00	568610	357	5	5	307780	3	306636	4	97129	7
d37787_contigs.fa	1895375	35	54153.57	280623	306	1	1	103040	7	70000	11	38544	17
d378f7_contigs.fa	4227849	1973	2142.85	74337	269	148027	2277	7318	143	2842	329	692	953
d378fb_contigs.fa	1939318	24	80804.92	572002	306	2	2	237818	3	154869	5	84104	9
d38072_contigs.fa	1803841	11	163985.55	639651	543	1	1	380755	2	142655	4	126156	6
d38b13_contigs.fa	1855844	25	74233.76	501906	320	2	2	265246	3	115745	6	48442	10
d39ec2_contigs.fa	1802773	22	81944.23	546176	314	4	4	454010	2	355277	3	104333	6
d3a810_contigs.fa	2033970	50	40679.40	368024	333	1	1	196981	4	125214	7	30924	13
d3b106_contigs.fa	1837670	22	83530.45	548246	343	2	2	380520	2	168190	4	101787	7
d3d11f_contigs.fa	1887945	16	117996.56	498599	365	2	2	182106	3	141833	5	105063	8
d3dea2_contigs.fa	1792274	17	105427.88	514620	308	2	2	279725	3	211137	4	129234	6
d3ec67_contigs.fa	1932492	23	84021.39	410020	333	4	4	325132	3	289800	4	94699	7
d3f820_contigs.fa	3204838	644	4976.46	787534	302	51740	381	82084	8	10967	34	1825	183
d418a4_contigs.fa	1870437	12	155869.75	984757	419	12	3	984757	1	386966	2	143698	4
d42198_contigs.fa	1802084	16	112630.25	888059	302	4	4	363548	2	123366	3	64168	7
d42fe8_contigs.fa	1789170	18	99398.33	615584	358	0	0	219754	3	140473	4	106732	8
d43af8_contigs.fa	1906271	15	127084.73	1052274	302	2	2	1052274	1	372151	2	142219	4
d44d48_contigs.fa	1858737	15	123915.80	503828	338	5	3	400995	3	400995	3	113805	6
d452eb_contigs.fa	2072659	411	5042.97	228203	305	4238	44	70597	8	51234	15	1283	55
d4a7df_contigs.fa	1880184	13	144629.54	1008917	413	2	2	1008917	1	376073	2	125928	5
d4aa52_contigs.fa	1830392	25	73215.68	509494	320	2	2	224453	3	111918	5	65163	9
d4ab95_contigs.fa	1812736	12	151061.33	871079	320	3	3	383677	2	136677	3	112901	5
d4afa9_contigs.fa	1837238	12	153103.17	1046384	450	2	2	1046384	1	336858	2	102521	5
d4b147_contigs.fa	1830388	21	87161.33	701541	386	63	3	365569	2	340754	3	118534	5
d4d91d_contigs.fa	1878804	11	170800.36	1093231	310	3	3	1093231	1	384236	2	122650	4
d4ddd6_contigs.fa	1880728	20	94036.40	481336	347	84	4	187425	3	123477	6	83028	9
d4e1b4_contigs.fa	1780296	15	118686.40	551872	382	1	1	384577	2	349764	3	103089	6
d4efcb_contigs.fa	1885994	18	104777.44	430709	346	25	5	174314	4	150057	6	106651	9
d4f265_contigs.fa	1903558	24	79314.92	351642	402	2	2	345413	3	146499	5	58963	9
d519c2_contigs.fa	1784152	9	198239.11	987046	743	44	3	987046	1	352709	2	122742	4
d51e55_contigs.fa	1842502	36	51180.61	382582	304	3	3	143541	4	85382	7	31940	13
d51f94_contigs.fa	1985677	27	73543.59	627410	330	196	2	212574	3	158519	5	63293	9
d529c5_contigs.fa	1927710	24	80321.25	549143	300	3	3	172123	4	130420	6	102309	9
d53bb5_contigs.fa	1934867	23	84124.65	1047840	355	51	4	1047840	1	382167	2	96167	5
d551a4_contigs.fa	1932485	32	60390.16	410204	314	1	1	282817	3	151224	5	51563	9
d560fc_contigs.fa	1854359	21	88302.81	659625	300	0	0	284502	2	150747	4	41538	9
d5811f_contigs.fa	3628267	118	30748.03	282246	250	297	7	84281	15	48317	28	16403	55
d58d9c_contigs.fa	1911249	22	86874.95	533486	317	0	0	318546	3	266650	4	134993	6
d59198_contigs.fa	1779989	15	118665.93	552222	343	3	3	450194	2	306759	3	104025	6
d59e43_contigs.fa	1948256	24	81177.33	530457	462	3	3	273863	3	105179	6	57896	10
d5b86f_contigs.fa	1877932	12	156494.33	1086958	310	2	2	1086958	1	383682	2	121718	4
d5c5ba_contigs.fa	1811040	11	164640.00	1035764	301	4	4	1035764	1	293888	2	105949	5
d5c89a_contigs.fa	1869285	18	103849.17	672608	319	254	3	359863	2	136701	4	81561	7
d5d083_contigs.fa	1780541	11	161867.36	527045	333	22	4	417593	2	372005	3	108586	6
d5d34c_contigs.fa	1949433	153	12741.39	662192	308	6	6	590790	2	155861	3	106612	6
d5d85f_contigs.fa	1967632	26	75678.15	208443	400	4	4	134119	6	96323	9	52069	14
d5f6a2_contigs.fa	1853143	23	80571.43	406163	323	1	1	190516	3	117043	6	89656	10
d60805_contigs.fa	1892819	176	10754.65	248739	301	664	11	70161	7	39655	14	19726	27
d60a3b_contigs.fa	1782370	13	137105.38	988269	342	2	2	988269	1	382804	2	120633	4
d612e4_contigs.fa	1825251	23	79358.74	848379	300	3	3	313895	2	142760	3	79002	7
d61f13_contigs.fa	1770223	11	160929.36	994469	399	13	2	994469	1	387481	2	116250	4
d63070_contigs.fa	1930945	20	96547.25	411087	467	5	5	307705	3	153486	5	94621	8
d634ac_contigs.fa	1932674	23	84029.30	410393	357	1	1	306098	3	144877	5	83951	9
d63fdd_contigs.fa	1934890	23	84125.65	889589	329	4	4	435217	2	150221	3	94792	6
d66743_contigs.fa	1932684	22	87849.27	411405	333	2	2	324239	3	149170	5	94676	8
d671ea_contigs.fa	1782891	20	89144.55	597780	315	3	3	450267	2	362140	3	117116	5
d6767a_contigs.fa	2678295	619	4326.81	775847	303	34565	264	285281	3	107894	7	1157	180
d6bf92_contigs.fa	1833083	13	141006.38	431497	545	84	3	335757	3	297858	4	125107	6
d6ce6a_contigs.fa	1875361	13	144258.54	1069425	448	3	3	1069425	1	139483	3	133588	5
d6d2c3_contigs.fa	1887944	14	134853.14	606606	306	2	2	421003	2	399335	3	119314	5
d6d923_contigs.fa	2014158	40	50353.95	564067	332	4	4	139461	4	113219	7	73821	11
d701e1_contigs.fa	1761319	14	125808.50	591362	497	6	2	370231	2	136999	4	102513	6
d70a94_contigs.fa	1861574	16	116348.38	405807	300	2	2	281185	3	255946	4	109477	7
d72f7b_contigs.fa	1868894	11	169899.45	677438	1684	3	3	380376	2	144908	4	107901	7
d73b23_contigs.fa	1885137	14	134652.64	547326	301	3	3	301721	3	190296	4	93768	7
